gym_id,district_id,name,address,postal_code,phone_number,email,coordinates,latitude,longitude,neighborhood,district
12135555860,11008008,Sports Time,,,,,POINT (13.4020443 52.4136446),52.4136446,13.4020443,803,Neukölln
12137673016,11002002,Beat81,Graefestraße 71,10967,,,POINT (13.4172189 52.4918439),52.4918439,13.4172189,202,Friedrichshain-Kreuzberg
12143828853,11002002,Beat81,Paul-Lincke-Ufer 19,10999,,,POINT (13.4302164 52.4936182),52.4936182,13.4302164,202,Friedrichshain-Kreuzberg
12151358598,11003003,Beat81,Christburger Straße 13,10405,,,POINT (13.4278622 52.5352302),52.5352302,13.4278622,301,Pankow
12151379486,11003003,Beat81,Knaackstraße 87,10435,,,POINT (13.4147763 52.5386584),52.5386584,13.4147763,301,Pankow
12151406837,11003003,Beat81,Schönhauser Allee 124,10437,,,POINT (13.4129289 52.5475092),52.5475092,13.4129289,301,Pankow
12153282425,11004004,Fitbox,,,,,POINT (13.3135007 52.5021498),52.5021498,13.3135007,401,Charlottenburg-Wilmersdorf
12160358671,11001001,Beyond,Brunnenstraße 173,,+49 30 28035570,,POINT (13.3985301 52.5328448),52.5328448,13.3985301,101,Mitte
12171125220,11010010,Yoga & Friends,Hultschiner Damm 38,12623,+49 151 56103241,yogaandfriends.mahlsdorf@gmail.com,POINT (13.6013425 52.4780892),52.4780892,13.6013425,1004,Marzahn-Hellersdorf
12174795144,11002002,Beat81,Boxhagener Straße 77,10245,,,POINT (13.4695869 52.5078332),52.5078332,13.4695869,201,Friedrichshain-Kreuzberg
12180080938,11003003,yogalila,,,,,POINT (13.4216494 52.5381705),52.5381705,13.4216494,301,Pankow
12180104519,11003003,Boaré,,,,,POINT (13.4222244 52.5382095),52.5382095,13.4222244,301,Pankow
12183361380,11002002,energia,,,,,POINT (13.4587825 52.5117348),52.5117348,13.4587825,201,Friedrichshain-Kreuzberg
12203546736,11008008,Flow Motion Studio Neukölln,Glasower Straße 60,12051,+491631985606,,POINT (13.4404813 52.4646942),52.4646942,13.4404813,801,Neukölln
12261125503,11009009,Yoga Bär Studio,,,,,POINT (13.5122716 52.4559706),52.4559706,13.5122716,905,Treptow-Köpenick
12285966732,11003003,Apollo Fitness World,,,,,POINT (13.4524314 52.5460194),52.5460194,13.4524314,302,Pankow
12287922533,11001001,Yoga Rebellion,Gartenstraße 6,10115,+49 157 759 852 30,,POINT (13.3925007 52.5297496),52.5297496,13.3925007,101,Mitte
12329220489,11003003,Kalaa Yoga Berlin,Lychener Straße 47,,03021461529,,POINT (13.4179605 52.5442828),52.5442828,13.4179605,301,Pankow
12367443606,11001001,Aura Berlin Studio,,,,,POINT (13.3423099 52.5050261),52.5050261,13.3423099,104,Mitte
12376124453,11001001,Brooklyn Fitboxing,Stromstraße 57,,,,POINT (13.3429972 52.5277006),52.5277006,13.3429972,102,Mitte
12430038866,11002002,Spree,,,,,POINT (13.4507511 52.5036823),52.5036823,13.4507511,201,Friedrichshain-Kreuzberg
12456266757,11009009,Spreerelex,,,,,POINT (13.6090544 52.448502),52.448502,13.6090544,911,Treptow-Köpenick
12519378569,11004004,WD Space,,,,,POINT (13.2971004 52.5335768),52.5335768,13.2971004,406,Charlottenburg-Wilmersdorf
12556828335,11007007,Die Yogapraxis,Crellestraße 22,10827,+49 151 44930425,,POINT (13.3621517 52.4879664),52.4879664,13.3621517,701,Tempelhof-Schöneberg
12622719646,11002002,Klub McFit,,,,,POINT (13.4549117 52.5138996),52.5138996,13.4549117,201,Friedrichshain-Kreuzberg
12630500002,11007007,O-Yoga,,,,,POINT (13.3553739 52.4934119),52.4934119,13.3553739,701,Tempelhof-Schöneberg
12637232303,11003003,Reha-Sport & Gesundheitstraining,,,,,POINT (13.4590803 52.5603629),52.5603629,13.4590803,302,Pankow
12653267594,11003003,soonsu,,,,,POINT (13.4272654 52.5370799),52.5370799,13.4272654,301,Pankow
12712890928,11006006,OMNI Yoga,Bergstraße 92,12169,,,POINT (13.3277669 52.4583235),52.4583235,13.3277669,601,Steglitz-Zehlendorf
12752614827,11001001,AURUM Training,,,,,POINT (13.3864509 52.5235568),52.5235568,13.3864509,101,Mitte
12778956686,11003003,Lifted,,,,,POINT (13.4126207 52.5422291),52.5422291,13.4126207,301,Pankow
12799947701,11001001,Campusfit - HU GYM,Hannoversche Straße 25,10115,+49 30 209346111,,POINT (13.384476 52.5262331),52.5262331,13.384476,101,Mitte
12839348801,11012012,Dawgz Life Muay Thai,Flohrstraße 26,13507,,,POINT (13.3020763 52.57422),52.57422,13.3020763,1202,Reinickendorf
12856418771,11004004,Mrs. Sporty,Weimarer Straße 32,10625,+493035125042,,POINT (13.3114821 52.5083732),52.5083732,13.3114821,401,Charlottenburg-Wilmersdorf
12863105019,11001001,Spitfire,Müllerstraße 46,13349,,info@spitfire.berlin,POINT (13.3510675 52.5522858),52.5522858,13.3510675,105,Mitte
12879156506,11001001,Basic Fit,,,,,POINT (13.3667652 52.5446515),52.5446515,13.3667652,105,Mitte
12957121256,11002002,QP Fitness,Oranienstraße 163,10969,,,POINT (13.414019 52.5023465),52.5023465,13.414019,202,Friedrichshain-Kreuzberg
12964220599,11006006,FitBox,,,,,POINT (13.3352619 52.4516702),52.4516702,13.3352619,601,Steglitz-Zehlendorf
13009510401,11002002,Motions Gleisdreieck,36,10963,,,POINT (13.3750353 52.5006633),52.5006633,13.3750353,202,Friedrichshain-Kreuzberg
13141288538,11001001,Casa Flow,Chausseestraße 13,,,,POINT (13.3855839 52.5291118),52.5291118,13.3855839,101,Mitte
13192187878,11001001,Sky & Spa,Ella-Trebe-Straße 5,,,,POINT (13.367996 52.5234091),52.5234091,13.367996,102,Mitte
27180861,11011011,Holmes Place,,,,,POINT (13.4735483 52.50458),52.50458,13.4735483,1112,Lichtenberg
30094565,11006006,INJOY,Kamenzer Damm 30,12249,,,POINT (13.3558657 52.4332479),52.4332479,13.3558657,603,Steglitz-Zehlendorf
42599524,11009009,FHC,,,,,POINT (13.5539873 52.4553556),52.4553556,13.5539873,909,Treptow-Köpenick
50013591,11007007,Dynamic Fitness World,,,+49307456041,,POINT (13.4133349 52.4014932),52.4014932,13.4133349,706,Tempelhof-Schöneberg
57821563,11005005,Spannkraft,Wilhelmstraße 23,13593,,,POINT (13.1867457 52.5207524),52.5207524,13.1867457,509,Spandau
60840562,11003003,New Evolution,Elisabeth-Christinen-Straße 27,13156,,,POINT (13.4196374 52.5844805),52.5844805,13.4196374,311,Pankow
68808849,11003003,Argo Athletics,,,,,POINT (13.4098556 52.5646845),52.5646845,13.4098556,307,Pankow
77691452,11004004,Sportclub Grunewald,,,,,POINT (13.2774599 52.4907289),52.4907289,13.2774599,404,Charlottenburg-Wilmersdorf
92317565,11010010,Fitness Inform,,,,,POINT (13.5669709 52.5481402),52.5481402,13.5669709,1001,Marzahn-Hellersdorf
101417144,11010010,Die Bewegungsebene,Alt-Kaulsdorf 18,12621,+49 30 48638959,info@die-bewegungsebene.de,POINT (13.5821677 52.5046976),52.5046976,13.5821677,1003,Marzahn-Hellersdorf
110665978,11008008,McFit,,,,,POINT (13.4354592 52.4518469),52.4518469,13.4354592,802,Neukölln
113373796,11012012,formwerk,Hermsdorfer Damm 182,13467,+49 30 488 20 759,info@form-werk.de,POINT (13.3047612 52.6197083),52.6197083,13.3047612,1206,Reinickendorf
155466370,11006006,fourty fit healthclub,Gardeschützenweg 57,12203,,,POINT (13.3083434 52.4470269),52.4470269,13.3083434,602,Steglitz-Zehlendorf
161236100,11003003,JOHN REED Fitness,Prenzlauer Allee 248-251,10405,,,POINT (13.4162947 52.5282784),52.5282784,13.4162947,301,Pankow
251630438,11003003,McFit,"Romain-Rolland-Straße 30, 32",13089,,,POINT (13.4440376 52.5655627),52.5655627,13.4440376,304,Pankow
303606476,11003003,Fitness Galerie Karow,,,+49 30 9413149,,POINT (13.4738345 52.6181769),52.6181769,13.4738345,305,Pankow
471110880,11009009,Rialtoring 74,Rialtoring 74,12589,+49 15772021348,,POINT (13.704439 52.4268207),52.4268207,13.704439,912,Treptow-Köpenick
699440074,11010010,Elixia,Heidenauer Straße 26,12627,,,POINT (13.607399 52.5353988),52.5353988,13.607399,1005,Marzahn-Hellersdorf
1012101364,11005005,Gold's Gym Fitnessstudio,Paulsternstraße 22,13629,,,POINT (13.2491023 52.5411853),52.5411853,13.2491023,503,Spandau
1413458990,11004004,Spirit Joga,Goethestraße 2-3,10623,,,POINT (13.3236498 52.5089222),52.5089222,13.3236498,401,Charlottenburg-Wilmersdorf
1427539730,11005005,Unknown Gym,,,,,POINT (13.1588278 52.5299466),52.5299466,13.1588278,504,Spandau
332593,11010010,Pyramide Fitness World,Alte Rhinstraße 16,12681,+49 30 54986401,,POINT (13.5195225 52.5332187),52.5332187,13.5195225,1001,Marzahn-Hellersdorf
