religious_id,name,religion,denomination,building_type,street,housenumber,postcode,suburb,city,operator,website,contact_phone,contact_email,wheelchair_accessible,service_times,opening_hours,heritage,historic,latitude,longitude,source
31544480,Dreieinigkeitskirche,christian,lutheran,church,Südendstraße,19-21,12169,,Berlin,,,+49 30 667 669 13,pfarramt@steglitz-lutherisch.de,,,,,,52.4558358,13.331767458130766,
31610927,Adventhaus,christian,seventh_day_adventist,apartments,Koblenzer Straße,3,10715,Wilmersdorf,Berlin,,,,,no,,,,,52.4809668,13.321226073806564,
32012008,Zu den heiligen Zwölf Aposteln,christian,roman_catholic,church,Wasgenstraße,49,14129,Schlachtensee,Berlin,,,,,,,,,,52.43100565,13.213336825334407,
32472482,Von der Verklärung des Herrn,christian,roman_catholic,church,Neufahrwasserweg,8,12685,Marzahn,Berlin,,https://www.kirche-marzahn.de/index.php?page=kantorei,,,yes,,,,,52.5428472,13.55244948999239,
32485408,Zwingli-Kirche,christian,protestant,church,Rudolfstraße,14,10245,Friedrichshain,Berlin,,,+49 30 2910967,,limited,,,,,52.5034658,13.454582067764763,
32521044,Kirche Jesu Christi der Heiligen der Letzten Tage,christian,mormon,church,Alwineweg,26,12683,Biesdorf,Berlin,,,,,,,,,,52.53348295,13.570476567242832,
32547654,Trinitatiskirche,christian,protestant,church,Karl-August-Platz,,10625,,Berlin,,https://www.trinitatis-berlin.de/,,,no,,,4,,52.508347549999996,13.310560166331097,
32637706,Ev. Kirche Zur frohen Botschaft,christian,protestant,church,Weseler Straße,,10318,Karlshorst,Berlin,Evangelische Paul-Gerhardt-Kirchengemeinde zu Berlin,https://www.paul-gerhardt.com/,,,limited,,,4,,52.4853205,13.528424330256335,
32645129,Trinitatis Kirchengemeinde Berlin,christian,protestant,church,Leibnizstraße,79,10625,Charlottenburg,Berlin,,,+49 303186865,buero@trinitatis-berlin.de,yes,Su 10:00,,,,52.5083223,13.313556421784075,
32702267,Dorfkirche Stralau,christian,protestant,church,Tunnelstraße,5-11,10245,Friedrichshain,Berlin,,https://www.boxhagen-stralau.de/,,,no,,,4,,52.49116895,13.479137195771514,
32797023,Matthäuskirche,christian,protestant,church,Schloßstraße,44,12165,Steglitz,Berlin,,https://www.matthaeus-steglitz.de/,,,yes,,,4,,52.4562744,13.317683028086776,Geoportal Berlin / Hauskoordinaten
32843254,Friedhofskapelle,christian,protestant,chapel,,,,,,,,,,no,,,4,,52.49139065,13.478287981428911,
32995803,St. Thomas von Aquin,christian,catholic,church,,,,,Berlin,Katholische Pfarrei Märtyrer von Berlin,,,,,,Mo-Fr 11:30-12:30,,,52.51027395,13.313111533393158,
33875520,Hoffnungskirche,christian,protestant,church,Elsa-Brändström-Straße,,13189,,Berlin,,https://www.hoffnungskirche-pankow.de/,,,yes,,,4,,52.5599531,13.418903301577568,
34089291,St. Michael,christian,roman_catholic,church,Königstraße,43,14109,Wannsee,Berlin,,https://johannesboscoberlin.de/,,,,,,4,,52.41805375,13.14952758180998,Geoportal Berlin / Hauskoordinaten
34213045,Neuapostolische Gemeinde Berlin-Tegel,christian,new_apostolic,yes,Medebacher Weg,39,13507,Tegel,Berlin,,,,,no,,,,,52.589424199999996,13.278153249771485,
34307423,Dorfkirche Rosenthal,christian,protestant,yes,Hauptstraße,149,13158,Rosenthal,Berlin,,,,,,,,4,,52.599535599999996,13.378048396652005,Geoportal Berlin / Hauskoordinaten
34336734,Paul-Gerhardt-Kirche,christian,protestant,church,Wisbyer Straße,,10439,,Berlin,,https://ekpn.de/,,,yes,,,4,,52.5530711,13.417195654556128,
34418697,Saint-Louis-Kirche,christian,,yes,,,,,,,,,,,,,,,52.5582222,13.31196329921167,
34992752,Christi-Auferstehungs-Kathedrale,christian,russian_orthodox,church,Hohenzollerndamm,166,10713,Wilmersdorf,Berlin,,,+49 30 8731614,,,,,,,52.48802395,13.307822682865496,
35210938,Lukaskirche,christian,protestant,church,,,12169,,Berlin,,https://www.lukaskirche.de/start.html,,,,,,4,,52.459080799999995,13.335907443338954,
35444548,St. Ansgar,christian,roman_catholic,church,Klopstockstraße,31,10557,Hansaviertel,Berlin,,https://www.sankt-elisabeth-berlin.de/ueber-uns/,,,limited,,,4,,52.5179686,13.340961266009113,
36056476,Salvator-Kirche,christian,roman_catholic,church,Pfarrer-Lütkehaus-Platz,1,12307,Lichtenrade,Berlin,,https://www.salvator-lichtenrade.de/,,,limited,,,,,52.38607025,13.398459067513574,
36878854,Evangelische Kirche Alt-Lietzow,christian,protestant,church,,,10587,,Berlin,,https://luisenkirche.de/index.php?option=com_eventlist&view=altlietzow&Itemid=29,,,yes,,,,,52.518112599999995,13.31294912150299,
36878987,Herz-Jesu-Kirche,christian,roman_catholic,church,Alt-Lietzow,21,10587,Charlottenburg,Berlin,,https://www.maertyrer-von-berlin.de/,,,yes,,,4,,52.518395,13.310091651491286,
36879479,Luisenkirche,christian,protestant,church,Gierkeplatz,,10585,Charlottenburg,Berlin,,,,,yes,,,4,,52.51721035,13.302467910350245,
36994655,Kirche Jesu Christi der Heiligen der Letzten Tage,christian,mormon,church,Hügelschanze,10,13585,Spandau,Berlin,,,,,,,,,,52.54851545,13.196301729557199,Geoportal Berlin / Hauskoordinaten
37006065,St. Maximilian Kolbe,christian,catholic,yes,Maulbeerallee,15,13593,,Berlin,,,,,yes,,,,,52.523238899999996,13.169612136738358,Geoportal Berlin / Hausumringe
37414295,Gustav-Adolf-Kirche,christian,protestant,church,Herschelstraße,14,10589,Charlottenburg,Berlin,,,,,yes,Su 10:00; Tu 19:30,,,,52.52833465,13.298942233389262,Geoportal Berlin / ALKIS Berlin - Gebäude
37437859,Sankt Marien-Liebfrauen,christian,roman_catholic,church,Wrangelstraße,50-51,10997,,Berlin,,https://marien-liebfrauen.de/,,,,Su 9:30,,4,,52.4984013,13.440918244642855,Geoportal Berlin / Hausumringe
37533771,Heilandskirche,christian,protestant,church,Thusnelda-Allee,1,10555,Moabit,Berlin,,https://www.ev-gemeinde-tiergarten.de/page/9/heilandskirche,,,yes,,We 12:00-15:00,,,52.52606265,13.33989912091637,
37555692,Christophoruskirche,christian,lutheran,church,Bölschestraße,27-30,12587,Friedrichshagen,Berlin,,https://christophorus-kirche.de/,,,yes,,,4,,52.4509759,13.625169955526886,
37644417,Kathedralkirche St. Boris des Täufers,christian,bulgarian_orthodox,church,Hermannstraße,88,,,,,,,,,,,,,52.4711402,13.426890613843844,
37739173,Mevlana-Moschee,muslim,,yes,Skalitzer Straße,131-132,10999,Kreuzberg,Berlin,Mevlana Moschee e.V.,,,,,,,,,52.499463,13.420109609371412,
37790705,Jewish Educational Center - Rohr Chabad Center - Szloma Albam Haus,jewish,hasidic,yes,Münstersche Straße,5,10709,Wilmersdorf,Berlin,,,,,yes,,,,,52.4938992,13.307653377157054,
37826765,Christianskirken,christian,lutheran,chapel,Brienner Straße,12,10713,Wilmersdorf,Berlin,,,+49 30 8734430,,,,,,,52.4879859,13.312587288893965,
37827880,Alevitische Gemeinde zu Berlin,muslim,alevi,church,Waldemarstraße,20,10999,Kreuzberg,Berlin,Alevitische Gemeinde zu Berlin e.V.,https://alevi.org/,,,,,,,,52.503754400000005,13.417530524292593,
37885538,St. Michael,christian,roman_catholic,church,Waldemarstraße,10,10999,Kreuzberg,Berlin,,,,,yes,Su 11:00,,,,52.50458345,13.415069748025243,
38959664,Salemkirche Berlin-Neukölln,christian,methodist,church,Delbrückstraße,15,12051,Neukölln,Berlin,,,,,yes,,,,,52.465497299999996,13.437523655802222,Geoportal Berlin / Hausumringe
38960651,St. Eduard,christian,roman_catholic,church,Kranoldstraße,22-23,12051,Neukölln,Berlin,,,,,,"Su 09:30,We 10:00,Fr 15:00",,4,,52.4656934,13.43583076244975,Geoportal Berlin / Hausumringe
39349086,Sankt Bonifatius,christian,roman_catholic,church,Yorckstraße,,10965,,Berlin,,,,,yes,Sa 18:00; Su 10:30,,4,,52.49269915,13.385951433006534,
39623100,Emmaus-Kirche,christian,protestant,yes,,,,,,,,,,,,,,,52.46287115,13.432132498000001,yahoo_wms
39651969,Evangelische Fürbitt-Kirchengemeinde,christian,protestant,church,Andreasberger Straße,13,12347,Britz,Berlin,,,,,yes,,,,,52.45895975,13.426135097159296,
39724251,Magdalenenkirche,christian,protestant,church,Karl-Marx-Straße,201-203,12055,Neukölln,Berlin,,https://www.evkg-rixdorf.de/kirche_magdalenen.htm,+49 30 56825730,kuesterei@evkg-rixdorf.de,no,,,,,52.4721226,13.441706090603741,
39917445,Evangeliumskirche,christian,protestant,yes,,,,,,Evangeliumsgemeinde Berlin Reinickendorf,,,,yes,Su 11:00,,,,52.5696976,13.376172744255875,
40431682,Kirche am Stölpchensee,christian,protestant,church,Wilhelmplatz,2,14109,Wannsee,Berlin,,https://wannseebote.ekbo.de/startseite.html,,,no,,,4,,52.4119071,13.141397608299178,
40628528,Evangelisch-Freikirchliche-Gemeinde (Baptisten) Berlin-Spandau-Wilhelmstadt,christian,baptist,yes,Baumertweg,2,13595,Wilhelmstadt,Berlin,,https://www.baptisten-in-spandau.de/,,,no,Su 10:30,,,,52.516605299999995,13.19477189188143,Geoportal Berlin / Hausumringe
40685647,Christuskirche,christian,methodist,chapel,Richard-Sorge-Straße,14-15,10249,Friedrichshain,Berlin,Evangelisch-methodistische Kirche Berlin-Friedrichshain,https://www.holzkirche.de/,,,,Su 11:00,,,,52.51906355,13.448908680429465,
40750127,St. Marien,christian,roman_catholic,church,Bergheimer Platz,2a,14197,Wilmersdorf,Berlin,,https://www.maria-unter-dem-kreuz.de/,,,yes,,,4,,52.470192499999996,13.31972390882353,
40912569,Gnade-Christi-Kirche Borsigwalde,christian,protestant,religious,Tietzstraße,34,13509,Borsigwalde,Berlin,,,,info@tegel-borsigwalde.de,,,,,,52.58540215,13.30398816937349,
41154372,Erlöserkirche,christian,protestant,church,Nöldnerstraße,43,10317,Rummelsburg,Berlin,,,,,yes,,We 16:00-19:00,4,,52.501417450000005,13.481239854878048,
41272784,"Erste Kirche Christi, Wissenschaftler",christian,mormon,church,Wilhelmsaue,,10715,,Berlin,,,,,no,,,4,,52.484895699999996,13.321408656784488,
41273439,,christian,,yes,,,,,,,,,,,,,4,,52.458993,13.36642597649255,
41279753,St. Antonius & St. Shenouda Kirche,christian,coptic_orthodox,church,,,10365,,Berlin,,http://www.koptische-gemeinde-berlin.de,,,no,,,4,,52.5149011,13.489616555286485,
41372501,Zum Guten Hirten,christian,roman_catholic,church,,,,,Berlin,,,,,yes,,,,,52.506633,13.516290913680917,
41372545,Dorfkirche Friedrichsfelde,christian,protestant,church,Am Tierpark,28,10315,,Berlin,Evangelische Paul-Gerhardt-Kirchengemeinde Lichtenberg,https://www.paul-gerhardt.com/pages/ueber-uns/kirchen/friedrichsfelde.php,,,limited,,,,church,52.5059421,13.519272888094394,
41401786,Neuapostolische Kirche,christian,new_apostolic,church,Rungiusstraße,18,12347,Britz,Berlin,,,,,limited,,,,,52.4617335,13.440213521915183,
41487705,Kapelle,christian,protestant,church,,,,,,,,,,yes,,,,,52.526951499999996,13.50612225897836,
41764117,Evangeliums-Christen Gemeinde,christian,evangelical,yes,Rudolf-Seiffert-Straße,53,10369,Fennpfuhl,Berlin,,,,,,,,,,52.52529545,13.471502963877338,Geoportal Berlin / Hauskoordinaten
41976697,Dorfkirche,christian,protestant,church,Alt-Lübars,,13469,,Berlin,,,,,,,,4,,52.62069685,13.357370020227652,
42162143,Ayasofya Moschee,muslim,,residential,,,,,,,,,,limited,,,,,52.5315201,13.342487666693325,
42343459,Johann-Sebastian-Bach-Kirche,christian,protestant,yes,,,,,,,https://www.bach-kirchengemeinde.de/,,,,,,,,52.424089,13.297667760003225,
42504394,St. Antonius von Padua,christian,roman_catholic,church,Roedernstraße,2,12459,,Berlin,,,,,yes,,,4,,52.4651389,13.515939074074074,
42504996,Christuskirche,christian,protestant,church,Firlstraße,16,12459,Oberschöneweide,Berlin,,http://www.ev-kirche-oberschoeneweide.de/,,,yes,,,4,,52.4634692,13.52426340208407,Geoportal Berlin / ALKIS Berlin - Gebäude
42686316,St. Joseph,christian,roman_catholic,church,Lindenstraße,,12555,Köpenick,Berlin,,https://www.katholisch-in-treptow-koepenick.de/,,,yes,,,,,52.449551799999995,13.573212550389023,
42811279,Sankt Joseph,christian,catholic,church,Natalissteig,2,13629,Siemensstadt,Berlin,,,,,,,,4,,52.53977035,13.27049349929841,
42826408,Christophoruskirche,christian,protestant,yes,,,,,,,,,,limited,,,,,52.54149765,13.266939758994194,
42878084,Kocatepe Moschee,muslim,,mosque,Grammestraße,17,13629,,Berlin,,,,,,,,,,52.537614649999995,13.2670535267399,
42885816,Evangelische Apostel-Petrus-Gemeinde,christian,protestant,church,Wilhelmsruher Damm,161,13439,Märkisches Viertel,Berlin,,,+4930 40999 81 0,apg@apg-berlin.de,yes,Su 10:30,,,,52.59608825,13.352308382436803,
42886773,Alte Pfarrkirche Lichtenberg,christian,protestant,church,Loeperplatz,,10367,Lichtenberg,Berlin,Evangelischen Kirchengemeinde Lichtenberg,https://www.kirche-lichtenberg.de/,,,,,,4,,52.52120335,13.47991592520021,
43000923,Parochialkirche,christian,protestant,church,Klosterstraße,66-67,10179,Mitte,Berlin,,,,,no,,,4,,52.51702425,13.412997445800707,
43013014,St. Thomas von Aquin,christian,roman_catholic,church,Hannoversche Straße,,10115,,Berlin,,,,,yes,,,,,52.5276214,13.384679752120846,Geoportal Berlin / ALKIS
43292477,Philippus-Kirche,christian,protestant,church,Ascheberger Weg,44,13507,Tegel,Berlin,Ev. Kirchengemeinde Tegel-Borsigwalde,,,,,,,,,52.5730163,13.273568495946204,
43316457,Dar-al-Salam-Moschee - Haus des Friedens,muslim,,mosque,Flughafenstraße,43,12053,Neukölln,Berlin,,,,,,,,,,52.4806517,13.426970197175592,
43346292,Französische Friedrichstadtkirche,christian,protestant,church,,5,10117,Mitte,Berlin,,,,,yes,,,,church,52.51436865,13.391858786275339,
43659005,Sankt Bernhard Kirche,christian,catholic,church,Bernauer Straße,66,13507,Tegel,Berlin,,,,,,,,,,52.57588505,13.28465707037546,
43722264,Kapelle,christian,,chapel,,,,,,,,,,,,,,,52.5461007,13.508453702672291,
43722267,Taborkirche,christian,protestant,church,,,,,,,,,,limited,,,,,52.54875215,13.507654176416978,
43831962,Tempel Phổ Đà,buddhist,,yes,Marzahner Straße,17,13053,Alt-Hohenschönhausen,Berlin,,,,chuaphodagermany@gmail.com,,,Mo-Su 08:00-19:00,,,52.546924950000005,13.51641275,
43843778,Mavuno Berlin,christian,protestant,chapel,Billy-Wilder-Promenade,4,14167,Lichterfelde,Berlin,,,+49 30 8334182,,limited,Su 11:00,,,,52.4210659,13.284005168948251,
43903150,Johanneskirche,christian,lutheran,church,Johanneskirchplatz,4,12205,Lichterfelde,Berlin,,,,,,,,4,,52.43673975,13.29219267826087,
43906847,St. Sebastian,christian,roman_catholic,church,Gartenplatz,,13355,,Berlin,,,,,yes,,,4,,52.53789705,13.383618735788776,
44104699,Gnadenkirche,christian,protestant,church,,,,,,,,,,,Su 11:00,,4,,52.509072599999996,13.555462358021078,
44131334,Christusgemeinde Berlin,christian,pentecostal,church,,,,,,,https://www.christusgemeinde.de/,,,yes,,,,,52.5356149,13.486170499105679,knowledge
44141112,Markuskirche,christian,protestant,church,Karl-Stieler-Straße,8a,12167,,Berlin,,https://www.markus-gemeinde.de/,,,,Su 11:00,,,,52.44933915,13.341611767443382,
44179317,Allerheiligen,christian,catholic,yes,,,,,,,,,,,,,,,52.5844679,13.300954391266533,
44451107,St. Marien,christian,roman_catholic,church,Gundelfinger Straße,37,10318,Karlshorst,Berlin,,,,,yes,,,4,,52.4860549,13.524307054456902,
44772090,Thomaskirche,christian,pentecostal,church,,,,,,Full Gospel Gemeinde,,,,,Su 11:00,,,,52.580944,13.33609775368318,
44772097,Lindenkirche,christian,methodist,church,,,,,,Evangelisch-methodistische Kirche Berlin-Wittenau,,+49 30 4141236,,,Su 10:00,,,,52.582222099999996,13.336733383483576,
44796623,Königin-Luise-Gedächtniskirche,christian,protestant,church,Gustav-Müller-Platz,,10829,,Berlin,,http://www.klsg.de/,,,limited,,,4,church,52.4835627,13.362510950363626,
44803492,Evangelisches Gemeindezentrum Marzahn/Nord,christian,,yes,Schleusinger Straße,12,12687,Marzahn,Berlin,Evangelische Kirchengemeinde Berlin-Marzahn/Nord,https://www.kirchengemeinde-marzahn-nord.de,,,yes,,,,,52.5580082,13.565997865881243,
45205285,Friedhofskapelle der St. Hedwig und St. Pius Gemeinde,christian,roman_catholic,yes,Konrad-Wolf-Straße,31,13055,Alt-Hohenschönhausen,Berlin,,,,,,,,,,52.54276445,13.486348400703168,
45340895,Neuapostholische Kirche,christian,new_apostolic,yes,,,,,,,https://www.nak-humboldthain-online.de/,,,yes,"We 19:30, Su 9:30",,,,52.539453249999994,13.385928876300241,
45448389,Synagoge Pestalozzistraße,jewish,liberal,residential,Pestalozzistraße,14,10625,Charlottenburg,Berlin,,,,,yes,,,,,52.50819315,13.315529764176555,
45664095,Kapelle der Versöhnung,christian,protestant,chapel,Bernauer Straße,8,10115,Mitte,Berlin,,,,,yes,,,4,,52.535808700000004,13.3919098719945,
46138152,Alte Pfarrkirche Alt-Pankow,christian,protestant,church,Breite Straße,37,13187,Pankow,Berlin,,https://www.alt-pankow.de/,,,limited,,,4,,52.57064995,13.40867411450106,
46670511,Königreichssaal Jehovas Zeugen,christian,jehovahs_witness,kingdom_hall,Naumburger Straße,37,12057,Neukölln,Berlin,,https://www.jw.org,,,,"Tu-Th 19:00-20:45, Sa 17:00-18:45, Su 10:00-11:45, 14:00-15:45",,,,52.467131550000005,13.446175673298814,
46915835,Taborkirche,christian,protestant,church,,,12589,Wilhelmshagen,Berlin,,http://www.ev-kirche-rahnsdorf.de/,,,limited,,,4,,52.435187549999995,13.714983124447514,
47023388,Bethlehemskirche,christian,protestant,church,Richardplatz,22,12055,Neukölln,Berlin,,,,,no,,,4,,52.474142400000005,13.447757724571428,Geoportal Berlin / Hausumringe
47035224,Evangelisch-Freikirchliche Gemeinde Neukölln,christian,baptist,church,Hertzbergstraße,4-6,12055,Neukölln,Berlin,,https://www.baptisten-neukoelln.de/,,,,Su 10:00,,,,52.475728700000005,13.447879424689376,
47149322,Katholische Kirchengemeinde St. Richard,christian,roman_catholic,church,Braunschweiger Straße,18,12055,Neukölln,Berlin,,https://www.st-richard-berlin.de,,,yes,Su 10:00-11:00,,,,52.4729199,13.451919300319343,
47362703,Paul-Schneider-Kirche,christian,lutheran,church,Belßstraße,88,12249,Lankwitz,Berlin,,https://www.lankwitzer-kirchengemeinden.de/unsere-gemeinden/paul-schneider-gemeinde.html,,,yes,,,,,52.42980465,13.35721591590909,
47907725,Adventgemeinde Berlin-Zehlendorf,christian,seventh_day_adventist,yes,Gartenstraße,23,,Zehlendorf,Berlin,,https://www.sta-zehlendorf.de/,,,yes,,,,,52.4319702,13.260174058735073,Geoportal Berlin / Hausumringe
47908167,Pauluskirche,christian,protestant,church,Kirchstraße,6,14163,Zehlendorf,Berlin,,https://www.paulusgemeinde-zehlendorf.de/,,,yes,,,4,,52.43390815,13.257806070301697,Geoportal Berlin / Hauskoordinaten
48346870,Bethania Gemeinde,christian,baptist,church,Waldstraße,32,10551,Moabit,Berlin,,https://bethania.de/,,,,Su 11:00,,,,52.532339750000006,13.330845065730927,
48347419,Reformationskirche,christian,protestant,church,Wiclefstraße,"33,34",10551,Moabit,Berlin,,https://www.refo-moabit.de/,+49 30 609 324 37,,yes,,,,,52.53129165,13.329052345560317,
48357784,Adventkapelle,christian,seventh_day_adventist,chapel,,,,,,,,,,yes,,,,,52.5875089,13.278023661048689,
48577842,St. Joseph-Kirche,christian,catholic,church,,,,,,,https://www.herz-jesu-tegel.de/st-joseph-tegel.html,,,,Tu 09:00-10:00; We 14:30-16:00; Sa 16:15-17:30,,,,52.5994189,13.294214336467961,Geoportal Berlin / Hausumringe
48733438,Trauerhalle Parkfriedhof Neukölln,christian,,yes,Buckower Damm,148,12349,Britz,Berlin,"Bezirksamt Neukölln von Berlin, Karl-Marx-Str. 83, 12043 Berlin",,,,,,,,,52.430305149999995,13.42738487306,
48756943,Zentrale Orthodoxe Synagoge zu Berlin,jewish,ashkenazi_orthodox,church,Joachimsthaler Straße,13,10719,Charlottenburg,Berlin,,https://www.berlinsynagoge.com/de/,,,,,,,,52.502345,13.330264249630552,
48925971,Kirche auf dem Tempelhofer Feld,christian,protestant,yes,Wolffring,72,12101,Tempelhof,Berlin,,https://www.paulus-kirchengemeinde-tempelhof.de/,,,yes,,,,,52.48165275,13.378034900082477,
48989583,Alte Dorfkirche,christian,protestant,church,Parkstraße,5,12103,Tempelhof,Berlin,,,,,limited,,,4,church,52.463584850000004,13.383180346651379,
48991304,International Christian Church,christian,pentecostal,church,Alt-Britz,41,12359,Britz,Berlin,,,,,yes,,,,,52.4498889,13.440411181203663,
49038917,St. Fidelis Kirche,christian,catholic,yes,,,,,,,,,,no,,,,,52.45403425000001,13.361019517151174,
49133348,Johann-Christoph-Blumhardt-Kirche,christian,protestant,church,Buckower Damm,55,12349,Britz,Berlin,,,,,limited,,,,,52.43909615,13.435440049046917,Geoportal Berlin / Hauskoordinaten
49177640,Dorfkirche,christian,protestant,church,Almutstraße,6-7,13467,Hermsdorf,Berlin,Evangelische Kirchengemeinde Hermsdorf,,,,,,,4,,52.615033100000005,13.317973589737852,
49406577,Friedhofskapelle,christian,protestant,chapel,,,,,,,,,,,,,,,52.423559299999994,13.295539252769892,
49676631,,christian,protestant,yes,Konrad-Wolf-Straße,33/34,13055,,Berlin,,,,,,,,,,52.54162105,13.484563150000003,
49786251,Freie evangelische Gemeinde Tempelhof,christian,protestant,yes,Wenckebachstraße,5,12099,Tempelhof,Berlin,,https://berlin-tempelhof.feg.de/,,,yes,Su 10:30-12:00,,,,52.459644350000005,13.387259734299601,
49964481,Dorfkirche Mariendorf,christian,protestant,church,Alt-Mariendorf,37,12107,Mariendorf,Berlin,,,,,no,,,4,,52.4394769,13.387159364895833,
49965010,Martin-Luther-Gedächtniskirche,christian,protestant,church,,,,,,,,,,yes,,,4,,52.44471975,13.378776143764977,
50233823,St. Petrus,christian,roman_catholic,church,Dillenburger Straße,4,14199,Wilmersdorf,Berlin,,,,,limited,,,,,52.4682386,13.308530518498168,
50249627,Evangelisch-Freikirchliche Gemeinde Berlin-Lichtenberg,christian,protestant,religious,Heinrichstraße,31,,,,,,,,limited,,,,,52.506022349999995,13.500202112656964,
50536121,St. Elisabeth,christian,catholic,church,,,,,,,,,,,,,4,,52.48545435,13.36583980785285,
51069986,St. Nikolaus,christian,roman_catholic,church,Hildegard-Jadamowitz-Straße,25,10243,Friedrichshain,Berlin,Gemeinschaft Brot des Lebens,http://kath-kirche-friedrichshain.de/index.php/st-nikolaus.html,,,limited,,,,,52.515509249999994,13.45144519960979,
51201277,Kirche Heilige Familie,christian,roman_catholic,church,Wichertstraße,23,10439,Prenzlauer Berg,Berlin,,https://www.heiligefamilie-berlin.de/,,,yes,,,,,52.548018400000004,13.421081214386533,
51215025,Glaubenskirche,christian,protestant,church,,,12103,,Berlin,,,,,,,,,,52.46058025,13.378654446349941,
51275314,St. Georg,christian,roman_catholic,church,Kissingenstraße,34,13189,Pankow,Berlin,,,,,yes,,,,,52.5676411,13.422204648387101,Geoportal Berlin / Hauskoordinaten
51382242,Kirchengemeinde Schönow-Buschgraben,christian,protestant,church,,,,,,,,,,,,,4,,52.413263799999996,13.259287376937516,
51511950,Christi Himmelfahrt Kirche,christian,greek_orthodox,church,Mittelstraße,32,12167,Steglitz,Berlin,,,,,limited,,,,,52.453891850000005,13.326760813197817,Geoportal Berlin / Hausumringe
51537546,Pfingstkirche,christian,protestant,church,Petersburger Platz,5,10249,,Berlin,Evangelische Pfingst-Kirchengemeinde,,,,no,Su 10:00,,,,52.521022,13.449720378008735,
51544687,Sankt Johannes Evangelist Kirche,christian,catholic,church,,,,,,,,,,yes,,,,,52.45146965,13.34973053970596,
51563456,Kirchengemeinde Berlin Mariendorf-Süd,christian,protestant,church,,,,,,,,,,limited,,,,,52.42274275,13.396015103125002,
51688847,St.-Thomas-Kirche,christian,protestant,church,Mariannenplatz,,10997,,Berlin,,,,,limited,Su 10:00,"Mo,We,Th,Fr 10:00-14:00; Tu 10:00-13:00",4,,52.50536255,13.426581162740188,
51760717,Institutskirche St. Afra,christian,roman_catholic,church,Graunstraße,31,13355,Gesundbrunnen,Berlin,,http://www.institut-philipp-neri.de/index_001.php,+493020606680,,yes,,,4,,52.5453012,13.397634686797552,
51785680,Emmaus-Kirche,christian,protestant,church,Lausitzer Platz,8,10997,Kreuzberg,Berlin,,,,,yes,,,,,52.49997005,13.430851562213357,
51869996,Sankt-Agnes-Kapelle,christian,catholic,church,,,,,,,,,,,,,,,52.58379875,13.226148125921165,
51869998,Jesus-Christus-Kirche,christian,protestant,church,Schwarzspechtweg,1;3,13505,Konradshöhe,Berlin,,,,,,,,4,,52.581446150000005,13.226505926408613,Geoportal Berlin / Hauskoordinaten
51908637,Offenbarungskirche,christian,protestant,church,Simplonstraße,31-37,10245,Friedrichshain,Berlin,,,+49 30 2910870,,yes,,,4,,52.507245600000005,13.461489052030906,own investigation
51963352,Pfarrkirche St. Clara,christian,roman_catholic,church,Briesestraße,11,12053,,Berlin,,http://sankt-clara.de/,,,yes,,,,,52.4778099,13.436106051397516,
52091064,Lazarus Haus,christian,protestant,yes,Marchlewskistraße,40,10243,,Berlin,Ev. Kirchengemeinde St. Markus,https://www.st-markus.berlin/,,,,,,,,52.5133094,13.443944800416844,
52097013,Sankt Johannes Basilika,christian,roman_catholic,church,Lilienthalstraße,5,10965,Neukölln,Berlin,,https://www.bernhard-lichtenberg.berlin/,,,,,,4,,52.48762215,13.409008867123287,
52525455,Synagoge Fraenkelufer,jewish,conservative,synagogue,Fraenkelufer,10-12,10999,Kreuzberg,Berlin,,,,,,,,,,52.49602255,13.416844007743462,
52781950,Kreuzkirche,christian,protestant,church,Hohenzollerndamm,130,14199,Schmargendorf,Berlin,,https://kg-schmargendorf.de/,,,yes,,,4,,52.482093750000004,13.291212496499217,
52960882,Friedhofskapelle,christian,,chapel,,,,,,,,,,no,,,,,52.5375037,13.377298812695376,
53003676,Versöhnungskirche,christian,lutheran,church,Maratstraße,100A,12683,Biesdorf,Berlin,,,,,,,,,,52.52431955,13.550124524898145,
53125939,Krankenhauskirche im Wuhlgarten,christian,,church,Brebacher Weg,15,12683,Biesdorf,Berlin,Wuhlgarten - Hilfsverein für psychisch Kranke e.V.,https://www.wuhletal.de/krankenhauskirche/,,,,"Su[1,3] 10:00 open ""Heilige Messe (kathol.)"", Su[2,4] 10:00 open ""Gottesdienst (evang.)"", Su[5] 10:00 open ""abwechselnd kathol./evang.""","Mar Su[-1]-Oct Su[-1] - 1 day Mo-Su 14:00-17:00, Oct Su[-1]-Mar Su[-1] - 1 day Mo-Su 14:00-16:00",,,52.5167358,13.570362300493612,
53257435,,christian,,chapel,,,,,,,,,,no,,,,,52.53264485,13.394300299602664,
53258071,Lazarus Kapelle,,,chapel,,,,,,,,,,,,,,,52.5350156,13.388827348445593,
53417504,St.-Annen-Kapelle,christian,,chapel,,,,,,,,,,yes,,,,,52.538822999999994,13.378854932296926,Geoportal Berlin / ALKIS
53499656,Kapelle,christian,,yes,,,,,,,,,,no,,,,,52.540166549999995,13.376105223647698,Geoportal Berlin / ALKIS
53657077,Kirche Am Berl,christian,protestant,church,,,,,,,,,,,,,,,52.57476,13.499243750000005,
53771496,Auenkirche,christian,protestant,church,Wilhelmsaue,119,10715,Wilmersdorf,Berlin,,https://auenkirche.de/,,,yes,,,4,,52.4848287,13.324340613191488,Geoportal Berlin / Hausumringe
