,religious_id,name,religion,denomination,institution_type,street,housenumber,postcode,website,phone_number,email,wheelchair_accessible,service_times,opening_hours,heritage,historic,geometry,geom_point,latitude,longitude,wikidata,wikipedia,address,denomination_std,district,neighborhood,neighborhood_id,district_id
414,48357784,Adventkapelle,christian,seventh_day_adventist,chapel,,,,,,,yes,,,,,"POLYGON ((13.2779395 52.5875533, 13.2779885 52.5874645, 13.2779512 52.5874564, 13.2779752 52.5874142, 13.2781206 52.5874421, 13.2780461 52.5875756, 13.2779395 52.5875533))",POINT (13.278023661048689 52.5875089),52.5875089,13.278023661048689,,,,adventist,Reinickendorf,Tegel,1202,11012012
415,48577842,St. Joseph-Kirche,christian,catholic,church,,,,https://www.herz-jesu-tegel.de/st-joseph-tegel.html,,,,Tu 09:00-10:00; We 14:30-16:00; Sa 16:15-17:30,,,,"POLYGON ((13.2941812 52.5994288, 13.2941653 52.5994529, 13.2939848 52.599409, 13.2939998 52.5993862, 13.2940345 52.5993336, 13.2940808 52.5993448, 13.2941061 52.5993063, 13.2942292 52.5993362, 13.2942274 52.599339, 13.2944243 52.5993869, 13.2943858 52.5994452, 13.2945178 52.5994773, 13.2944864 52.599525, 13.2943382 52.599489, 13.2943508 52.59947, 13.2941812 52.5994288))",POINT (13.294214336467961 52.5994189),52.5994189,13.294214336467961,,de:St. Joseph (Berlin-Tegel),,roman_catholic,Reinickendorf,Tegel,1202,11012012
416,48733438,Trauerhalle Parkfriedhof Neukölln,christian,,place_of_worship,Buckower Damm,148,12349,,,,,,,,,"POLYGON ((13.427538 52.4302185, 13.4275274 52.4302159, 13.4275035 52.430239, 13.4273754 52.4302059, 13.4273849 52.4301803, 13.4273756 52.430178, 13.4272457 52.4303713, 13.4272122 52.4304212, 13.4273737 52.4304622, 13.427378 52.4304559, 13.4274104 52.4304078, 13.427538 52.4302185))",POINT (13.42738487306 52.430305149999995),52.430305149999995,13.42738487306,,de:Parkfriedhof Neukölln,"Buckower Damm, 148, Britz, Berlin, 12349",general_christian,Neukölln,Britz,0802,11008008
417,48756943,Zentrale Orthodoxe Synagoge zu Berlin,jewish,ashkenazi_orthodox,church,Joachimsthaler Straße,13,10719,https://www.berlinsynagoge.com/de/,,,,,,,,"POLYGON ((13.3300924 52.50243, 13.3300667 52.5022431, 13.3302223 52.5022341, 13.3302107 52.5021692, 13.3302807 52.5021648, 13.3304112 52.5021565, 13.3304182 52.5021924, 13.3304105 52.5021928, 13.3304267 52.5022831, 13.3304356 52.5022822, 13.3304598 52.5024069, 13.3300924 52.50243))",POINT (13.330264249630552 52.502345),52.502345,13.330264249630552,,,"Joachimsthaler Straße, 13, Charlottenburg, Berlin, 10719",ashkenazi_orthodox,Charlottenburg-Wilmersdorf,Charlottenburg,0401,11004004
418,48925971,Kirche auf dem Tempelhofer Feld,christian,protestant,place_of_worship,Wolffring,72,12101,https://www.paulus-kirchengemeinde-tempelhof.de/,,,yes,,,,,"POLYGON ((13.3779681 52.4818047, 13.377994 52.4818079, 13.3780014 52.4818616, 13.3780021 52.4818671, 13.3781116 52.4818622, 13.3781109 52.4818548, 13.3781107 52.4818014, 13.3781302 52.4817976, 13.3781468 52.481793, 13.3781773 52.4817821, 13.3782099 52.4817644, 13.3782358 52.4817441, 13.3782527 52.4817237, 13.3782653 52.4817, 13.378268 52.4816831, 13.3782692 52.4816656, 13.3782635 52.4816422, 13.3782519 52.4816181, 13.3782337 52.4816006, 13.3782116 52.4815836, 13.378194 52.4815721, 13.3781714 52.4815621, 13.3781498 52.4815543, 13.3781266 52.4815483, 13.3780976 52.4815429, 13.3780863 52.4814559, 13.3780843 52.481441, 13.3780826 52.4814278, 13.3779128 52.4814366, 13.3779144 52.4814497, 13.3779164 52.4814654, 13.3779272 52.4815512, 13.3778978 52.4815612, 13.3778701 52.4815738, 13.3778457 52.4815914, 13.3778243 52.4816095, 13.3778099 52.4816326, 13.3778005 52.4816633, 13.3778 52.481679, 13.3778027 52.4816943, 13.3778143 52.481721, 13.3778184 52.4817277, 13.3778234 52.4817341, 13.3778285 52.4817403, 13.3778352 52.4817461, 13.3778453 52.4817553, 13.3778568 52.4817637, 13.3778704 52.4817725, 13.3778851 52.4817807, 13.3779045 52.4817887, 13.377925 52.4817957, 13.3779463 52.4818009, 13.3779681 52.4818047))",POINT (13.378034900082477 52.48165275),52.48165275,13.378034900082477,Q1742781,de:Kirche auf dem Tempelhofer Feld,"Wolffring, 72, Tempelhof, Berlin, 12101",protestant,Tempelhof-Schöneberg,Tempelhof,0703,11007007
419,48989583,Alte Dorfkirche,christian,protestant,church,Parkstraße,5,12103,,,,limited,,,4,church,"POLYGON ((13.3829764 52.4636298, 13.383013 52.4635208, 13.3832711 52.463553, 13.3832813 52.4635109, 13.383293 52.4635124, 13.3832977 52.4634991, 13.3833601 52.4635059, 13.3833578 52.4635209, 13.3833476 52.4635197, 13.3833348 52.4635613, 13.383361 52.4635646, 13.3833555 52.4635809, 13.3833612 52.4635823, 13.3833665 52.4635838, 13.3833719 52.4635859, 13.3833767 52.4635881, 13.3833812 52.4635907, 13.3833849 52.4635933, 13.3833884 52.4635963, 13.3833913 52.4635991, 13.3833938 52.4636024, 13.3833957 52.4636057, 13.3833972 52.4636092, 13.3833981 52.4636126, 13.3833985 52.4636162, 13.3833983 52.4636196, 13.3833977 52.4636231, 13.3833966 52.4636265, 13.3833949 52.4636296, 13.383393 52.4636326, 13.3833905 52.4636355, 13.3833876 52.4636384, 13.3833844 52.463641, 13.3833809 52.4636435, 13.3833768 52.4636457, 13.3833724 52.4636478, 13.3833678 52.4636496, 13.3833626 52.4636512, 13.3833575 52.4636525, 13.383352 52.4636536, 13.3833463 52.4636543, 13.3833405 52.4636547, 13.3833348 52.4636547, 13.3833292 52.4636544, 13.3833211 52.4636722, 13.3829764 52.4636298))",POINT (13.383180346651379 52.463584850000004),52.463584850000004,13.383180346651379,Q1244763,de:Dorfkirche Tempelhof,"Parkstraße, 5, Tempelhof, Berlin, 12103",protestant,Tempelhof-Schöneberg,Tempelhof,0703,11007007
420,48991304,International Christian Church,christian,pentecostal,church,Alt-Britz,41,12359,,,,yes,,,,,"POLYGON ((13.4405223 52.4499414, 13.4405259 52.4499466, 13.4404835 52.4499575, 13.4404858 52.4499607, 13.4404472 52.4499705, 13.4404511 52.4499762, 13.440414 52.4499857, 13.4404167 52.4499897, 13.4403789 52.4499993, 13.4403832 52.4500056, 13.4403448 52.4500153, 13.4403502 52.4500233, 13.440301 52.4500357, 13.4402868 52.4500148, 13.4402428 52.4500258, 13.4401892 52.4499464, 13.4401542 52.4498947, 13.4401986 52.4498835, 13.4401874 52.449867, 13.4402482 52.4498517, 13.4402525 52.4498581, 13.4402925 52.449848, 13.4402957 52.4498528, 13.4403319 52.4498436, 13.4403364 52.4498503, 13.4403569 52.449845, 13.4403409 52.4498217, 13.4404412 52.4497961, 13.4404369 52.4497899, 13.4405949 52.4497495, 13.440604 52.4497628, 13.4406044 52.4497627, 13.440599 52.4497551, 13.4406265 52.4497479, 13.4406626 52.4497854, 13.4406106 52.4497995, 13.4405778 52.4498084, 13.4405995 52.4498388, 13.440608 52.4498365, 13.440649 52.4498943, 13.440616 52.449903, 13.4406216 52.449911, 13.4405616 52.4499267, 13.4405643 52.4499305, 13.4405223 52.4499414))",POINT (13.440411181203663 52.4498889),52.4498889,13.440411181203663,Q1621410,de:Hl. Schutzengel (Berlin),"Alt-Britz, 41, Britz, Berlin, 12359",pentecostal,Neukölln,Britz,0802,11008008
421,49038917,St. Fidelis Kirche,christian,catholic,place_of_worship,,,,,,,no,,,,,"POLYGON ((13.3613552 52.4540964, 13.3612255 52.4542135, 13.3609037 52.4540811, 13.3609203 52.454066, 13.3608899 52.4540535, 13.3608978 52.4540464, 13.3608387 52.4540221, 13.3609247 52.4539446, 13.3609864 52.45397, 13.3609952 52.453962, 13.361246 52.4540652, 13.3613645 52.4539582, 13.3612225 52.4538998, 13.3612952 52.4538342, 13.3615071 52.4539213, 13.3613264 52.4540845, 13.3613552 52.4540964))",POINT (13.361019517151174 52.45403425000001),52.45403425000001,13.361019517151174,Q1803064,de:St. Fidelis (Berlin),,roman_catholic,Tempelhof-Schöneberg,Tempelhof,0703,11007007
422,49133348,Johann-Christoph-Blumhardt-Kirche,christian,protestant,church,Buckower Damm,55,12349,,,,limited,,,,,"POLYGON ((13.435619 52.4390864, 13.4354901 52.4390341, 13.4354716 52.4390266, 13.4353323 52.43897, 13.4353253 52.4390402, 13.435287 52.4390392, 13.4352486 52.4390383, 13.4352409 52.4390381, 13.4352342 52.4391404, 13.4353151 52.4391424, 13.4353078 52.439215, 13.435667 52.4391059, 13.435619 52.4390864))",POINT (13.435440049046917 52.43909615),52.43909615,13.435440049046917,Q14541337,,"Buckower Damm, 55, Britz, Berlin, 12349",protestant,Neukölln,Britz,0802,11008008
423,49177640,Dorfkirche,christian,protestant,church,Almutstraße,6-7,13467,,,,,,,4,,"POLYGON ((13.3180674 52.6150706, 13.317852 52.6150755, 13.3178516 52.6150687, 13.3178085 52.6150697, 13.3178036 52.6149915, 13.3178467 52.6149905, 13.3178464 52.6149852, 13.3180618 52.6149803, 13.3180629 52.6149975, 13.31814 52.6149973, 13.3181425 52.6150893, 13.3180686 52.6150916, 13.3180674 52.6150706))",POINT (13.317973589737852 52.615033100000005),52.615033100000005,13.317973589737852,Q1244367,,"Almutstraße, 6-7, Hermsdorf, Berlin, 13467",protestant,Reinickendorf,Hermsdorf,1206,11012012
424,49406577,Friedhofskapelle,christian,protestant,chapel,,,,,,,,,,,,"POLYGON ((13.2955435 52.4236662, 13.2954869 52.4236238, 13.2954748 52.4236233, 13.2954631 52.4236214, 13.2954522 52.4236181, 13.2954426 52.4236135, 13.2954346 52.4236079, 13.2954286 52.4236014, 13.2954248 52.4235944, 13.2954235 52.4235871, 13.2954244 52.4235797, 13.2953695 52.4235389, 13.2954638 52.4234916, 13.2954951 52.4235138, 13.295634 52.423443, 13.2957495 52.4235254, 13.2956084 52.4235958, 13.295637 52.4236189, 13.2955435 52.4236662))",POINT (13.295539252769892 52.423559299999994),52.423559299999994,13.295539252769892,,,,protestant,Steglitz-Zehlendorf,Lichterfelde,0602,11006006
425,49676631,,christian,protestant,place_of_worship,Konrad-Wolf-Straße,33/34,13055,,,,,,,,,"POLYGON ((13.48475 52.5416441, 13.4846659 52.5415234, 13.4843763 52.541598, 13.4844604 52.5417187, 13.48475 52.5416441))",POINT (13.484563150000003 52.54162105),52.54162105,13.484563150000003,,,"Konrad-Wolf-Straße, 33/34, Berlin, 13055",protestant,Lichtenberg,Alt-Hohenschönhausen,1110,11011011
426,49786251,Freie evangelische Gemeinde Tempelhof,christian,protestant,place_of_worship,Wenckebachstraße,5,12099,https://berlin-tempelhof.feg.de/,,,yes,Su 10:30-12:00,,,,"POLYGON ((13.3871206 52.4595761, 13.3873168 52.4595528, 13.3873376 52.4595548, 13.3873757 52.459722, 13.3871736 52.4597407, 13.3871716 52.459738, 13.3871578 52.4596728, 13.3871686 52.4596723, 13.3871543 52.4596163, 13.3871445 52.4596164, 13.3871351 52.4596051, 13.3871206 52.4595761))",POINT (13.387259734299601 52.459644350000005),52.459644350000005,13.387259734299601,,,"Wenckebachstraße, 5, Tempelhof, Berlin, 12099",protestant,Tempelhof-Schöneberg,Tempelhof,0703,11007007
427,49964481,Dorfkirche Mariendorf,christian,protestant,church,Alt-Mariendorf,37,12107,,,,no,,,4,,"POLYGON ((13.3869586 52.4394096, 13.3869488 52.4395056, 13.3872271 52.4395161, 13.3872245 52.4395412, 13.3872925 52.4395438, 13.3872962 52.4395067, 13.3873127 52.4395074, 13.3873135 52.4394991, 13.3873291 52.439499, 13.3873442 52.4394959, 13.3873517 52.4394926, 13.3873599 52.4394876, 13.3873656 52.4394809, 13.3873684 52.4394729, 13.3873675 52.4394652, 13.387364 52.4394582, 13.3873559 52.4394516, 13.3873459 52.4394457, 13.3873302 52.4394431, 13.3873213 52.4394426, 13.387322 52.4394366, 13.3872338 52.4394333, 13.3872351 52.43942, 13.3869586 52.4394096))",POINT (13.387159364895833 52.4394769),52.4394769,13.387159364895833,Q1244507,de:Dorfkirche Mariendorf (Berlin),"Alt-Mariendorf, 37, Mariendorf, Berlin, 12107",protestant,Tempelhof-Schöneberg,Mariendorf,0704,11007007
428,49965010,Martin-Luther-Gedächtniskirche,christian,protestant,church,,,,,,,yes,,,4,,"POLYGON ((13.378666 52.4448861, 13.3786716 52.4448486, 13.378663 52.444848, 13.3786634 52.4448439, 13.3786307 52.444842, 13.37863 52.444846, 13.3786081 52.4448447, 13.3786094 52.4448366, 13.3786166 52.444837, 13.3786197 52.4448168, 13.3786125 52.4448164, 13.3786138 52.4448084, 13.378621 52.4448087, 13.3786254 52.4447802, 13.3786181 52.4447798, 13.3786194 52.4447715, 13.3786267 52.4447718, 13.37863 52.4447502, 13.3786227 52.4447499, 13.378624 52.4447417, 13.3786313 52.444742, 13.3786351 52.444717, 13.3786278 52.4447166, 13.3786294 52.4447068, 13.3786367 52.4447071, 13.3786406 52.4446816, 13.3786333 52.4446813, 13.3786345 52.4446735, 13.3786418 52.4446739, 13.3786453 52.4446511, 13.378638 52.4446507, 13.3786395 52.4446409, 13.3786468 52.4446413, 13.3786477 52.4446358, 13.3786492 52.4446225, 13.3786505 52.4446177, 13.3786431 52.4446172, 13.3786446 52.4446078, 13.3786813 52.4446099, 13.3786858 52.4445966, 13.378694 52.4445839, 13.3787061 52.4445725, 13.3787217 52.4445628, 13.37874 52.4445551, 13.3787604 52.4445498, 13.3787822 52.444547, 13.3788044 52.4445469, 13.3788262 52.4445495, 13.3788468 52.4445546, 13.3788653 52.4445621, 13.3788811 52.4445717, 13.3788935 52.444583, 13.3789021 52.4445955, 13.3789064 52.4446089, 13.3789064 52.4446225, 13.3789377 52.4446242, 13.3789362 52.4446339, 13.3789302 52.4446337, 13.3789267 52.4446575, 13.3789326 52.4446578, 13.3789312 52.4446668, 13.3789254 52.4446665, 13.3789217 52.4446916, 13.3789274 52.4446919, 13.3789261 52.4447011, 13.3789204 52.4447008, 13.3789172 52.4447225, 13.3789228 52.4447227, 13.3789211 52.4447337, 13.3789156 52.4447334, 13.3789123 52.4447565, 13.3789177 52.4447567, 13.3789163 52.4447654, 13.378911 52.4447651, 13.3789075 52.4447892, 13.3789127 52.4447892, 13.3789111 52.4447998, 13.378906 52.4447997, 13.3789039 52.4448141, 13.3789023 52.444825, 13.3789073 52.4448254, 13.3789062 52.444832, 13.3789013 52.4448318, 13.3788981 52.4448534, 13.378903 52.4448537, 13.3789016 52.4448627, 13.3788875 52.4448618, 13.3788881 52.4448569, 13.3788483 52.4448546, 13.3788478 52.4448593, 13.3788363 52.4448587, 13.3788318 52.4448935, 13.378666 52.4448861))",POINT (13.378776143764977 52.44471975),52.44471975,13.378776143764977,Q1903206,de:Martin-Luther-Gedächtniskirche,,protestant,Tempelhof-Schöneberg,Mariendorf,0704,11007007
429,50233823,St. Petrus,christian,roman_catholic,church,Dillenburger Straße,4,14199,,,,limited,,,,,"POLYGON ((13.3085654 52.4681141, 13.3084714 52.4681951, 13.3084537 52.4681958, 13.3084537 52.468219, 13.3084255 52.4682199, 13.3084261 52.4682556, 13.3083851 52.468256, 13.3083857 52.4682789, 13.3083577 52.4682789, 13.3083595 52.4683237, 13.3083862 52.4683235, 13.308388 52.4683467, 13.3086061 52.4683439, 13.3086334 52.468315, 13.3086305 52.4682776, 13.3086366 52.4682762, 13.3086346 52.4682216, 13.3086488 52.4682103, 13.3086447 52.4681138, 13.3085654 52.4681141))",POINT (13.308530518498168 52.4682386),52.4682386,13.308530518498168,Q2322844,de:St. Petrus (Berlin-Wilmersdorf),"Dillenburger Straße, 4, Wilmersdorf, Berlin, 14199",roman_catholic,Charlottenburg-Wilmersdorf,Wilmersdorf,0402,11004004
430,50249627,Evangelisch-Freikirchliche Gemeinde Berlin-Lichtenberg,christian,protestant,religious,Heinrichstraße,31,,,,,limited,,,,,"POLYGON ((13.5000275 52.5061181, 13.4999658 52.5060132, 13.5003774 52.5059273, 13.5004384 52.5060315, 13.5000275 52.5061181))",POINT (13.500202112656964 52.506022349999995),52.506022349999995,13.500202112656964,,,"Heinrichstraße, 31",protestant,Lichtenberg,Rummelsburg,1112,11011011
431,50536121,St. Elisabeth,christian,catholic,church,,,,,,,,,,4,,"POLYGON ((13.3657882 52.4855867, 13.3657878 52.4856141, 13.3657678 52.4856152, 13.3657133 52.4856147, 13.3657086 52.4853874, 13.3657063 52.4852706, 13.3657056 52.4852244, 13.3657392 52.4852242, 13.3657388 52.4852085, 13.3657809 52.4852081, 13.3657813 52.48522, 13.3657852 52.4852201, 13.3657855 52.485222, 13.3657873 52.485222, 13.3657877 52.485224, 13.365878 52.4852237, 13.3658783 52.4852218, 13.3658803 52.4852218, 13.3658807 52.4852198, 13.3658846 52.4852198, 13.365885 52.4852077, 13.3659267 52.485208, 13.3659271 52.4852235, 13.3659646 52.4852235, 13.3659674 52.4853452, 13.365971 52.4855213, 13.3659013 52.4855221, 13.3659017 52.4855864, 13.3657882 52.4855867))",POINT (13.36583980785285 52.48545435),52.48545435,13.36583980785285,Q2318062,,,roman_catholic,Tempelhof-Schöneberg,Schöneberg,0701,11007007
432,51069986,St. Nikolaus,christian,roman_catholic,church,Hildegard-Jadamowitz-Straße,25,10243,http://kath-kirche-friedrichshain.de/index.php/st-nikolaus.html,,,limited,,,,,"POLYGON ((13.451379 52.5155726, 13.4513475 52.5154636, 13.4513315 52.5154097, 13.4513925 52.5153629, 13.4515029 52.5154101, 13.4515114 52.5154394, 13.4515178 52.5154388, 13.4515203 52.5154472, 13.4515119 52.5154481, 13.451543 52.5155549, 13.451379 52.5155726))",POINT (13.45144519960979 52.515509249999994),52.515509249999994,13.45144519960979,Q61890719,de:St. Nikolaus (Berlin-Friedrichshain),"Hildegard-Jadamowitz-Straße, 25, Friedrichshain, Berlin, 10243",roman_catholic,Friedrichshain-Kreuzberg,Friedrichshain,0201,11002002
433,51201277,Kirche Heilige Familie,christian,roman_catholic,church,Wichertstraße,23,10439,https://www.heiligefamilie-berlin.de/,,,yes,,,,,"POLYGON ((13.4208582 52.5481609, 13.4206704 52.5479998, 13.4207352 52.5479706, 13.4207262 52.5479626, 13.4207566 52.5479493, 13.420767 52.5479581, 13.4208258 52.5479339, 13.4209 52.5479991, 13.420941 52.5479804, 13.4209362 52.5479753, 13.4209527 52.5479671, 13.4209213 52.5479397, 13.4209566 52.5479236, 13.42096 52.5479267, 13.4209961 52.5479114, 13.4210063 52.5479185, 13.4210469 52.5479015, 13.4210752 52.5478694, 13.4211197 52.5478636, 13.421171 52.5478778, 13.4211963 52.5479027, 13.4212323 52.5478888, 13.421242 52.5478896, 13.4212477 52.5478938, 13.42126 52.5478895, 13.421269 52.5478966, 13.421308 52.5478817, 13.4215131 52.5480544, 13.4212596 52.5481677, 13.4212208 52.5481841, 13.4212143 52.5481783, 13.4210494 52.548037, 13.4209787 52.5480679, 13.4210094 52.548095, 13.4208582 52.5481609))",POINT (13.421081214386533 52.548018400000004),52.548018400000004,13.421081214386533,Q1595051,de:Heilige Familie (Berlin-Prenzlauer Berg),"Wichertstraße, 23, Prenzlauer Berg, Berlin, 10439",roman_catholic,Pankow,Prenzlauer Berg,0301,11003003
434,51215025,Glaubenskirche,christian,protestant,church,,,12103,,,,,,,,,"POLYGON ((13.3789235 52.4605078, 13.3789535 52.4606804, 13.3784871 52.4607112, 13.3784908 52.4607319, 13.378416 52.4607375, 13.3784147 52.4607167, 13.378396 52.4607175, 13.3783883 52.4606594, 13.3783821 52.4606542, 13.3783774 52.4606489, 13.3783744 52.4606431, 13.3783725 52.4606373, 13.378372 52.4606313, 13.3783729 52.4606254, 13.3783752 52.4606197, 13.3783786 52.4606144, 13.378367 52.4605461, 13.3783759 52.4605453, 13.3785396 52.4605337, 13.3788242 52.4605147, 13.3788214 52.4605086, 13.3788209 52.4605024, 13.3788227 52.4604966, 13.3788268 52.4604915, 13.3788326 52.4604869, 13.3788394 52.4604828, 13.3788478 52.4604799, 13.3788582 52.4604782, 13.3788676 52.4604778, 13.3788773 52.4604789, 13.3788866 52.4604813, 13.3788953 52.4604851, 13.3789011 52.4604897, 13.3789055 52.460495, 13.3789084 52.4605018, 13.3789076 52.4605086, 13.3789235 52.4605078))",POINT (13.378654446349941 52.46058025),52.46058025,13.378654446349941,Q1530019,de:Glaubenskirche (Berlin-Tempelhof),"Berlin, 12103",protestant,Tempelhof-Schöneberg,Tempelhof,0703,11007007
435,51275314,St. Georg,christian,roman_catholic,church,Kissingenstraße,34,13189,,,,yes,,,,,"POLYGON ((13.4221914 52.5677468, 13.4221894 52.5677556, 13.4221738 52.567754, 13.4221783 52.5677352, 13.4221617 52.5677429, 13.4221332 52.5677401, 13.4221147 52.5677259, 13.4221015 52.5677249, 13.4221037 52.5677161, 13.4220348 52.5677093, 13.4220221 52.5677569, 13.4220338 52.5677601, 13.4220269 52.5677835, 13.4219956 52.5677803, 13.4219805 52.5677732, 13.4218398 52.5677071, 13.4218489 52.5676812, 13.4218742 52.5676831, 13.4218818 52.5676542, 13.4219334 52.5676601, 13.4219363 52.5676579, 13.4219506 52.5676605, 13.4219561 52.5676433, 13.4219337 52.5676405, 13.4219327 52.5676429, 13.4219185 52.5676417, 13.4219194 52.5676372, 13.4219098 52.5676354, 13.4219129 52.5676284, 13.4219197 52.567629, 13.4219311 52.5675967, 13.4219236 52.5675948, 13.4219252 52.5675868, 13.4219331 52.5675872, 13.4219341 52.5675823, 13.4219488 52.5675843, 13.4219476 52.5675886, 13.4219709 52.5675915, 13.4219768 52.5675724, 13.4219588 52.567569, 13.4219615 52.5675595, 13.4219824 52.5675628, 13.4219848 52.5675573, 13.4219652 52.567547, 13.4219694 52.5675335, 13.4219921 52.5675288, 13.4219953 52.5675224, 13.421985 52.5675114, 13.4219996 52.5675058, 13.4220086 52.5675163, 13.4220199 52.5675173, 13.4220264 52.5674999, 13.4220736 52.5675048, 13.422068 52.5675229, 13.4220803 52.5675237, 13.4220969 52.5675173, 13.4221055 52.5675251, 13.4220852 52.5675321, 13.4220844 52.5675478, 13.4221494 52.567556, 13.4221522 52.5675475, 13.4221643 52.5675488, 13.4221634 52.5675571, 13.4222279 52.567564, 13.4222363 52.5675339, 13.4222537 52.5675349, 13.4222499 52.5675425, 13.4223156 52.5675505, 13.4223173 52.5675442, 13.4223362 52.5675458, 13.4223338 52.5675526, 13.4224004 52.5675601, 13.4224034 52.567553, 13.4224162 52.567554, 13.4224135 52.5675605, 13.422484 52.5675677, 13.4224668 52.5676206, 13.4224563 52.5676264, 13.4224777 52.5676481, 13.4224944 52.5676452, 13.4224996 52.5676532, 13.4224816 52.5676566, 13.4224705 52.5676923, 13.422484 52.5676986, 13.422476 52.5677054, 13.4224625 52.5676993, 13.4224287 52.5677126, 13.4224287 52.5677204, 13.4224602 52.5677322, 13.4224523 52.5677606, 13.4224045 52.5677706, 13.4223536 52.5677642, 13.4223527 52.567772, 13.4223344 52.5677706, 13.422336 52.5677622, 13.4221914 52.5677468))",POINT (13.422204648387101 52.5676411),52.5676411,13.422204648387101,Q1439878,de:St. Georg (Berlin-Pankow),"Kissingenstraße, 34, Pankow, Berlin, 13189",roman_catholic,Pankow,Pankow,0307,11003003
436,51382242,Kirchengemeinde Schönow-Buschgraben,christian,protestant,church,,,,,,,,,,4,,"POLYGON ((13.2592683 52.4133819, 13.2590769 52.4132523, 13.2592917 52.4131337, 13.2594825 52.4132629, 13.2594595 52.4132756, 13.2594715 52.4132837, 13.259506 52.4132647, 13.2595565 52.4132992, 13.2593838 52.4133946, 13.2593217 52.4133525, 13.2592683 52.4133819))",POINT (13.259287376937516 52.413263799999996),52.413263799999996,13.259287376937516,,,,protestant,Steglitz-Zehlendorf,Zehlendorf,0604,11006006
437,51511950,Christi Himmelfahrt Kirche,christian,greek_orthodox,church,Mittelstraße,32,12167,,,,limited,,,,,"POLYGON ((13.3266835 52.4539965, 13.3265742 52.4538968, 13.3268291 52.4537925, 13.3268615 52.453822, 13.3268782 52.4538152, 13.3268662 52.4538042, 13.326898 52.4537909, 13.3269805 52.453866, 13.3269879 52.4538727, 13.3269536 52.4538869, 13.3269428 52.4538771, 13.3269265 52.4538838, 13.3269571 52.4539117, 13.3267938 52.4539786, 13.3267693 52.4539562, 13.3267589 52.4539605, 13.3267628 52.453964, 13.3266835 52.4539965))",POINT (13.326760813197817 52.453891850000005),52.453891850000005,13.326760813197817,,,"Mittelstraße, 32, Steglitz, Berlin, 12167",greek_orthodox,Steglitz-Zehlendorf,Steglitz,0601,11006006
438,51537546,Pfingstkirche,christian,protestant,church,Petersburger Platz,5,10249,,,,no,Su 10:00,,,,"POLYGON ((13.449702 52.5211973, 13.4497279 52.5211563, 13.4497211 52.5211546, 13.449733 52.5211372, 13.4495467 52.5210893, 13.4495523 52.5210812, 13.4494472 52.521055, 13.4494975 52.5209831, 13.4495214 52.520989, 13.4495945 52.5208792, 13.4496594 52.5208959, 13.4496939 52.5208451, 13.450032 52.5209311, 13.4498512 52.5211982, 13.4498298 52.5212298, 13.449702 52.5211973))",POINT (13.449720378008735 52.521022),52.521022,13.449720378008735,Q1600604,de:Pfingstkirche (Berlin),"Petersburger Platz, 5, Berlin, 10249",protestant,Friedrichshain-Kreuzberg,Friedrichshain,0201,11002002
439,51544687,Sankt Johannes Evangelist Kirche,christian,catholic,church,,,,,,,yes,,,,,"POLYGON ((13.3501377 52.4514986, 13.3502063 52.451556, 13.3501897 52.4515609, 13.350181 52.4515641, 13.3501727 52.4515677, 13.3501662 52.4515707, 13.3501592 52.4515742, 13.3501538 52.4515775, 13.3501479 52.4515812, 13.3501429 52.4515848, 13.3501385 52.4515884, 13.3501348 52.4515916, 13.3501312 52.4515949, 13.3501281 52.4515981, 13.3501246 52.4516019, 13.3501209 52.451606, 13.3501179 52.4516103, 13.3501149 52.451615, 13.3501129 52.4516184, 13.3501107 52.4516226, 13.3501088 52.4516274, 13.3501077 52.4516315, 13.3499982 52.4516039, 13.3499841 52.4516261, 13.3495698 52.4515252, 13.3496717 52.4513655, 13.3497724 52.4513904, 13.34974 52.4514407, 13.3500753 52.4515245, 13.3501377 52.4514986))",POINT (13.34973053970596 52.45146965),52.45146965,13.34973053970596,Q11722072,de:St. Johannes Evangelist (Berlin-Steglitz),,roman_catholic,Steglitz-Zehlendorf,Steglitz,0601,11006006
440,51563456,Kirchengemeinde Berlin Mariendorf-Süd,christian,protestant,church,,,,,,,limited,,,,,"POLYGON ((13.3958965 52.4228087, 13.3959112 52.4227829, 13.3959572 52.4227026, 13.3959844 52.4226553, 13.3959905 52.4226452, 13.3961354 52.4226759, 13.3960397 52.4228383, 13.3958965 52.4228087))",POINT (13.396015103125002 52.42274275),52.42274275,13.396015103125002,,,,protestant,Tempelhof-Schöneberg,Mariendorf,0704,11007007
