geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,health_facility:type,health_specialty:dentistry,healthcare,medical_system:western,office,operator,description,level,name,opening_hours,wheelchair,phone,toilets:wheelchair,website,contact:website,contact:email,contact:fax,contact:phone,check_date:opening_hours,check_date,email,fax,healthcare:speciality,air_conditioning,internet_access,internet_access:fee,payment:bank_transfer,payment:cash,payment:credit_cards,payment:debit_cards,payment:paypal,source,toilets,entrance,opening_hours:signed,wheelchair:description,emergency,name:de,name:en,payment:contactless,start_date,disused:name,disused:office,note,addr:city:fa,addr:housename,alt_name,short_name,shop,addr:floor,brand,brand:wikidata,cash_withdrawal:operator,branch,counselling_type:nutrition,provided_for:boy,provided_for:girl,addr:place,source:date,url,payment:cards,payment:girocard,opening_hours:note:de,payment:mastercard,payment:visa,fixme,name:ja,payment:insurance,payment:invoice,contact:facebook,contact:instagram,noname,smoking,health_specialty:oral_surgery,health_specialty:orthodontics,health_specialty:periodontology,language:ar,wikimedia_commons,survey:date,craft,opening_hours:covid19,addr:inclusion,language:tr,kids_area:indoor,name:vi,whatsapp,check_date:currency:XBT,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,name:signed,building,building:levels,roof:shape,type
POINT (13.3289245 52.4815218),Berlin,DE,55,10715,Bundesallee,Wilmersdorf,dentist,,,dentist,,,Gregor Römhild;Andrea Kuhr;Axel v. Stein-Lausnitz,,,Zahnärzte am Bundesplatz,Mo-Th 08:30-19:00; Fr 08:30-16:00,,,,https://www.zahnaerzteambundesplatz.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3300217 52.4669579),Berlin,DE,30,12161,Rheinstraße,Friedenau,dentist,,,dentist,,,,,,G. Dochow,"Mo 09:00-17:00; Tu,Th 12:00-19:00; Fr 09:00-13:00",,,,,,,,,2024-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3317434 52.4656943),Berlin,DE,22,12161,Holsteinische Straße,Steglitz,dentist,,,dentist,,,,,,Dr. Michael Vortmann,,,,,,,,,+49 30 85075140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3396215 52.471543),Berlin,,11,12159,Hedwigstraße,,dentist,,,dentist,,,Clemens Schirmer,,0,Zahnarztpraxis Schirmer,Mo-We 09:00-19:00; Th-Fr 09:00-12:30,,+49 30 8513233,,https://zahnschirm.de/,,,,,2023-12-04,,info@zahnschirm.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3293127 52.4661965),Berlin,DE,35,12161,Rheinstraße,Friedenau,dentist,,,dentist,,,,,,"Bianca Wark, Chung-U Nam","""Termine nach Vereinbarung: 852 67 56""",,,,https://zahnhimmel.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3241098 52.4863277),Berlin,DE,141,10715,Berliner Straße,Wilmersdorf,dentist,,,dentist,,,,,,Zahnarztpraxis Habich,"Mo,Th 14:00-20:00; Tu,We 09:00-15:00",,,,https://www.zahnarzt-habich.de/,,,,,2024-11-02,2024-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3992281 52.3863666),,,,,,,dentist,,,dentist,,,,,,Claudius Kubina,"Mo,Tu,Th 09:00-12:00, Fr 09:00-12:00; PH off, Mo,Tu,Th 14:00-17:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.215412 52.4378223),Berlin,DE,12,14129,Breisgauer Straße,Schlachtensee,dentist,,,dentist,,,,,-1,Zahnarztpraxis Alexander Piosik,Mo-Th 08:00-19:00; We 08:00-15:00; Fr 08:00-13:00,,,,,https://www.zahnarzt-piosik.de/,info@piosik-zahnarzt.de,+49 30 80588896,+49 30 8036088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.314808 52.4747701),Berlin,DE,13,14197,Spessartstraße,Wilmersdorf,dentist,,,dentist,,,,,,Panodontis,"""Termine nach Vereinbarung""",,,,https://www.panodontis.de/,,,,,,2023-05-24,,,orthodontics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3139363 52.4749865),Berlin,DE,11,14197,Aßmannshauser Straße,Wilmersdorf,dentist,,,dentist,,,,,,Dr. Werner H. Mendler,"Tu,Fr ""nach telefonischer Vereinbarung""",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.340356 52.4760243),Berlin,DE,68a,12159,Hauptstraße,Friedenau,dentist,,,dentist,,,,,,Seligmann Zahnärzte in Friedenau,"Mo-Th 08:00-20:45; We,Fr 08:00-16:00",no,+49 30 8527530,,https://dr-seligmann.de/,,,,,,,hallo@seligmann.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3199383 52.4753865),Berlin,DE,35,14197,Laubacher Straße,Wilmersdorf,dentist,,,dentist,,,,,,Zahnarztpraxis Dr. Sebastian Albrecht,Mo-Th 08:00-20:00; Fr 08:00-13:00,,,,http://zahnarztalbrecht.de/,,,,,2023-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3138351 52.4748861),Berlin,DE,11a,14197,Aßmannshauser Straße,Wilmersdorf,dentist,,,dentist,,,,,,Dr. Susanne Karsten;Dr. Claudia Dietrich,"Mo-Fr 09:00-12:00, Mo,Tu,Th 15:00-18:00",,,,http://www.karsten-dietrich.de/,,,,,2022-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3397719 52.467621),Berlin,DE,2,12157,Menzelstraße,Schöneberg,dentist,,,dentist,,,Dr. M Sharaf;ZA C. Raabe;L. Ossler,,,Zahnärzte in Friedenau,"Mo-Th 09:00-12:00,15:00-18:00; Fr 09:00-12:00",,+49 30 8550737,,https://zahnpraxis-friedenau.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.333481 52.4688879),Berlin,DE,1,12159,Moselstraße,Friedenau,dentist,,,dentist,,,,,,Uwe Scherf,"Mo,Tu,Th 09:00-13:00,14:00-18:00; We,Fr 09:00-14:00",,+49 30 8522813,,http://zahnarztpraxis-uwe-scherf.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3335326 52.4694532),Berlin,DE,56,12159,Rheinstraße,Friedenau,dentist,,,dentist,,,,,,J.-U. Arndt,Mo-Th 08:00-20:00; Fr 08:00-15:30,,+49 30 7829988,,https://www.zahnarzt-arndt.de/,,,,,2025-04-24,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4276946 52.5366928),Berlin,,43,10405,Winsstraße,Prenzlauer Berg,dentist,,,dentist,,,,,0,Kinderzahnarzt Dr. Monzer Solyman,"Mo-Tu 09:00-14:00,15:00-19:00; We-Th 09:00-15:00; Fr 09:00-14:00",,+49304423788,,https://www.dr-solyman.de/,,,,,,,info@dr-solyman.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kinderzahnarzt.prenzlauerberg,monzer.m.solyman,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4920765 52.4201197),,,,,,,dentist,,,dentist,,,,,,Dr. med. dent. Wolfgang Schilling,"Mo-Th 10:00-13:00, 14:00-18:00; Fr 10:00-14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3479182 52.4679061),,,,,,,dentist,,,dentist,,,Tilman Kiefer; Erik Hudecek,,,Zahnärzte Kiefer & Hudecek,"Mo,Th 12:00-20:00; Tu,Fr 08:00-16:00; We,Sa,Su,PH off",,,,,,,,+49 30 8552776,2023-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4956837 52.4172674),Berlin,DE,64-66,12355,Alt-Rudow,,dentist,,,dentist,,,,,,Antje Brandt,"Tu 09:00-13:00,15:00-18:00; Th 09:00-13:00,15:00-18:00; Fr 09:00-13:00; Mo 09:00-14:00",,+49 30 663 20 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3465288 52.4848126),Berlin,DE,69,10823,Belziger Straße,Schöneberg,dentist,,,dentist,,,Christina Papadopoulos,,,Dentaffin,Mo 09:00-14:30; Tu 08:00-19:00; We 09:00-16:00; Th 10:00-20:00; Fr 08:00-13:00,,,,,https://www.dentaffin.de,,,+49 30 5099777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3171406 52.4537926),Berlin,,67,12165,Schloßstraße,,dentist,,,dentist,,,Carsten Lambrecht;Sylvia Meinzer,,1,Zahnarztpraxis Sylvia Mainzer & Carsten Lambrecht,Mo-Th 08:00-18:00; Fr 08:00-14:00,no,+49 30 8345023,,https://www.meinzer-lambrecht-zahnarzt.com,,,,,2025-09-27,2025-09-27,praxis@meinzer-lambrecht-zahnarzt.com,,dentistry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3678031 52.5516269),,,,,,,dentist,,,dentist,,,,,,Annette Magiera,Mo-Th 08:00-18:00; Fr 09:00-12:00,,+49 30 4617095,,,,,,,2024-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.29804 52.4961723),Berlin,DE,21/22,10709,Johann-Georg-Straße,Halensee,dentist,,,dentist,,,,,,Rajka Živkovic;Karin-Biesel-Živkovic,Mo-Fr 08:30-18:30; Sa 09:00-14:30,,,,,,,,+49 30 8911007,2024-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2957136 52.497561),Berlin,DE,139,10711,Kurfürstendamm,Halensee,dentist,,,dentist,,,,,,Dr. Birgit Guizetti,"Mo,We 09:00-13:00; Tu,Th 13:00-18:00; Fr 09:00-12:00",,,,,,,,,2026-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3459194 52.4796583),Berlin,DE,100,10827,Hauptstraße,Schöneberg,dentist,,,dentist,,,,,,Harald Roller,"Mo-Fr 08:00-13:00, Mo,Tu,Th 14:00-19:00",,+49 30 7820307,,https://www.mein-zahnarzt-in-schoeneberg.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3482225 52.48139),Berlin,DE,111,10827,Hauptstraße,Schöneberg,dentist,,,dentist,,,,,,Harald Zirkler,Mo-Th 09:00-18:00; Fr 09:00-16:00,,,,http://www.zahnarzt-zirkler.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3620352 52.5689172),Berlin,DE,130,13409,Residenzstraße,Reinickendorf,dentist,,,dentist,,,,,,Zahnmedizin Martin Thomas,"Mo 09:00-14:00,15:00-17:00; Tu 10:00-14:00,15:00-18:00; We 10:00-14:00; Th 10:00-14:00,15:00-18:00; Fr 09:00-12:00",no,,,,https://www.mt-zahnmedizin.de,,,+49 30 4953459,2024-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2908659 52.4916714),Berlin,DE,7,14193,Auguste-Viktoria-Straße,Schmargendorf,dentist,,,dentist,,,,,,Dr. Stefan Naumann,,,,,https://www.dr-naumann.berlin/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3166852 52.46979),Berlin,DE,34,14197,Geisenheimer Straße,Wilmersdorf,dentist,,,dentist,,,,,,Alexander Krom,"Mo,Tu,Th 09:00-12:00,15:00-18:00; We 09:00-12:00; Fr 09:00-14:00",no,+49 30 8212773,,,,,,,,,,+49 30 8213848,,,,,,,,,,local knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4184822 52.4936744),,,,,,,dentist,,,dentist,,,,,,Zahnarzt Ludwig Lippert,"Mo-Fr 09:00-13:00, Mo,Tu,Th 14:00-19:00, We 14:00-17:00, Fr 14:00-16:00",,,,,,info@praxislippert.de,,+49 30 69001250,,,,+49 30 69001252,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3332871 52.4518303),Berlin,DE,36a,12167,Albrechtstraße,Steglitz,dentist,,,dentist,,,,,,Zahnarztpraxis am Stadtpark,"Mo,We 09:00-20:00; Tu,Th 09:00-16:00; Fr 09:00-14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3264447 52.4717014),Berlin,DE,3,12161,Wiesbadener Straße,Friedenau,dentist,,,dentist,,,,,,Bastian Pandura,Mo 09:00-18:00; Tu 09:00-19:00; We 14:00-19:00; Th 09:00-14:00; Fr 09:00-13:00,,,,http://www.zahnarztpraxis-pandura.de/,,,,+49 30 8593226,2022-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3273821 52.4706824),Berlin,DE,29,12161,Goßlerstraße,Friedenau,dentist,,,dentist,,,,,,Gunther Schwarz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.309956 52.4601619),Berlin,DE,27,12165,Grunewaldstraße,Steglitz,dentist,,,dentist,,,,,,Christiane Kannenberg,"Mo,Th 08:00-18:00; Tu 08:00-16:00; We 13:00-20:00; Fr 08:00-14:00",,,,https://www.zahnarztpraxis-berlin-steglitz.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3279738 52.4691686),Berlin,DE,84,12161,Bundesallee,Friedenau,dentist,,,dentist,,,,,,Yan Kruglyakov,"Mo,Th 09:00-12:00,13:00-18:00; Tu 11:00-18:00; Fr 09:00-13:00 ""und nach Vereinbarung""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3279184 52.4672959),Berlin,DE,92,12161,Bundesallee,Friedenau,dentist,,,dentist,,,,,,Dezsö Sztankay,Mo-Th 09:00-19:00; Fr 09:00-14:00,,,,https://www.dr-sztankay.de/,,,,,,2025-09-17,,,orthodontics;oral_surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3195485 52.4720087),Berlin,DE,19,14197,Südwestkorso,Wilmersdorf,dentist,,,dentist,,,,,,Margareta Sliwinski,"Mo-Th 10:00-12:30,13:00-18:00",,,,,,,,,2024-04-02,,,,orthodontics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5226784 52.461858),Berlin,DE,2,12459,Plönzeile,Oberschöneweide,dentist,,,dentist,,,,,,Yuriy Sorokin,"Mo 13:00-19:00; Tu 08:00-14:00; We 08:00-15:00; Th 13:00-19:00; Fr 08:00-13:00 || Tu 14:00-19:00 open ""Kindersprechstunde""",yes,,,,https://zahnarztpraxis-gesunderzahn.de/,,,+49 30 5350502,,2025-06-01,,,endodontics;implantology;paediatric_dentistry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3461292 52.4807356),Berlin,DE,33,10825,Heylstraße,Schöneberg,dentist,,,dentist,,,,,,Bernalin Kaya,,,+49 30 78891144,,https://www.zahnboegen.de,,,,,,,info@zahnboegen.de,,orthodontics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3390104 52.4532214),Berlin,DE,49,12169,Bismarckstraße,Steglitz,dentist,,,dentist,,,Dr. Christa Schödermaier;Malgorzata Bochen,,,Zahnarztpraxis Bismarckstr. 49,"Mo 08:30-13:00, 14:00-19:00; Tu 08:00-13:00, 14:00-19:00; We 08:00-13:00, 14:00-19:00; Th 08:30-13:00, 14:00-19:00; Fr 08:30-13:00, 14:00-19:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3902287 52.5030952),Berlin,,13,10969,Hedemannstraße,,dentist,,,dentist,,,Dr. Kamil Kaya,,2,City Dent,"Mo,Tu,Th 09:00-13:00,15:00-18:00; We 09:00-13:00; Fr 09:00-14:00",,,,,http://www.city-dent.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3259577 52.4619517),Berlin,DE,114,12163,Schloßstraße,Steglitz,dentist,,,dentist,,,Reik Lederer;Dr. Franziska Hausding,,,kleene große zähne,"Mo,Tu 13:00-18:00; We 09:00-13:00,15:00-18:00; Th 09:00-14:00 || ""Termine nach Vereinbarung""",,+49 30 7914891,,https://www.kleene-grosse-zaehne.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3075195 52.5106023),Berlin,DE,17,10627,Sesenheimer Straße,Charlottenburg,dentist,,,dentist,,,,,0,"Dr. Heinze, ZA Agababyan","Mo-Tu,Th 09:00-12:00,15:00-19:00",no,,,,http://www.dr-w-heinze.de/,,,+49 30 8815857,,2023-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3120757 52.4691579),Berlin,DE,43,14197,Rüdesheimer Straße,Wilmersdorf,dentist,,,dentist,,,,,,Dr. Rainer Hohenwald und Kolleginnen,"Mo-Fr 09:00-13:00,15:00-18:30",limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3080456 52.467235),Berlin,DE,10,14195,Breitenbachplatz,Dahlem,dentist,,,dentist,,,,,,Yvonne Ende,"Mo-Fr 09:00-13:00, Mo,Th 14:00-18:00, Tu 14:00-19:00",no,,,https://www.zahnarztbreitenbachplatz.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3055214 52.4660201),Berlin,DE,7A,14195,Schorlemerallee,Dahlem,dentist,,,dentist,,,,,,Dr. Klaus Hunger,"Mo,Tu,Th 09:00-13:00,14:00-17:30; We 08:00-12:00,13:00-16:30",,,,http://www.dr-hunger.de/,,,,,,,,,orthodontics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3887987 52.5027254),,,,,,,dentist,,,dentist,,,,,,Carola Mayerhofer-Djordjevic,"Mo-Fr 09:00-14:00, Mo,Tu 15:00-18:00, Th 15:00-20:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3240438 52.4687392),Berlin,DE,17,12161,Goßlerstraße,Friedenau,dentist,,,dentist,,,,,,Dr. Ingo Eberth,Mo-Fr 09:00-18:00,,+49 30 2153774,,https://www.zahnarzt-eberth-friedenau.de/,,,,,,,info@zahnarzt-eberth.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2983904 52.4731477),Berlin,DE,51,14199,Breite Straße,Schmargendorf,dentist,,,dentist,,,Dr. Manuel Balbach,,,Zahnarztpraxis Dr. Balbach,"Mo 08:00-12:00,14:00-18:00; Tu 08:00-14:00; We 13:00-19:00; Th 13:00-19:00; Fr 09:00-14:00",no,+49308244211,,https://zahnarztpraxis-schmargendorf.de,,,,,,,post@zahnarztpraxis-schmargendorf.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3259488 52.4681057),Berlin,DE,15,12161,Büsingstraße,Friedenau,dentist,,,dentist,,,,,,Siegfried Gerlach,"""Sprechzeiten nach telefonischer Vereinbarung""",,+49 30 8511010,,https://dr-gerlach.de/,,,,,,2025-08-19,,,orthodontics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3534416 52.4843429),Berlin,DE,131,10827,Hauptstraße,Schöneberg,dentist,,,dentist,,,Dr. Katharina Kühner;Ina Lübke,,,Zahnärzte Schöneberg,"Mo-Th 08:00-13:00,14:00-18:00; Fr 08:00-13:00",,+49 30 7817210,,https://zahnaerzte-schoeneberg.de/,,,,,,,praxis@zahnaerzte-schoeneberg.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4634427 52.4992399),Berlin,DE,50,10245,Corinthstraße,Friedrichshain,dentist,,,dentist,,,,,,"Mechthild Jonczyk-Hauke, Lutz Schubert","Mo-Th 08:00-19:00; Fr 08:00-13:00 || ""und nach Vereinbarung""",,,,,,,,+49 30 2912963,,2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3323344 52.4862328),Berlin,DE,18,10715,Badensche Straße,Wilmersdorf,dentist,,,dentist,,,Nazli Oghan;Seher Sahin,,,Zahnarztpraxis B18,,,,,http://www.zahnarztpraxisb18.de,,,,,,2025-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3434374 52.4801701),Berlin,DE,35,10825,Innsbrucker Straße,Schöneberg,dentist,,,dentist,,,,,,Christoph Kathke,"Mo,Tu,Th 08:00-19:00; We,Fr 08:00-16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3304054 52.4869995),Berlin,DE,154,10715,Berliner Straße,Wilmersdorf,dentist,,,dentist,,,,,,Fadila Sörensen,,,,,,,,,,,2025-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3369351 52.5032304),Berlin,DE,2,10789,Marburger Straße,Charlottenburg,dentist,,,dentist,,,Dr. Andrea Diehl,,,zahnmedic,,,,,https://www.zahnmedic.de/,,,,,2025-09-18,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3365049 52.5020221),Berlin,DE,12,10789,Marburger Straße,,dentist,,,dentist,,,,,,Dental Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3413838 52.4880852),Berlin,DE,11,10825,Salzburger Straße,Schöneberg,dentist,,,dentist,,,,,,Dr. Katja Hasselberg,"Mo,Th 13:00-19:00; Tu 09:00-15:00; We,Fr 08:00-14:00",,,,https://dr-hasselberg.de/,,,,,2022-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3453521 52.4819824),Berlin,DE,99,10825,Martin-Luther-Straße,Schöneberg,dentist,,,dentist,,,Katharina Herrn,,,Zahnarztpraxis Herrn,"Mo,Tu,Th 09:00-12:00,15:00-18:00; Fr 09:00-12:00",no,,,https://www.zahnarztpraxis-herrn.de/,,,,,2025-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3295248 52.4664087),Berlin,DE,34,12161,Rheinstraße,Friedenau,dentist,,,dentist,,,,,,A. Parish,"Mo,Fr 08:00-13:00, Tu,Th 09:00-14:00,15:00-19:00, Mo 14:00-18:00",,,,https://zahnarzt-friedenau.jimdofree.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
