element,id,amenity,brand,brand:wikidata,brand:wikipedia,compressed_air,fuel:hgv_diesel,fuel:diesel,fuel:e10,fuel:octane_102,fuel:octane_95,man_made,name,opening_hours,surveillance,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,check_date,fuel:ethanol,level,operator,payment:cash,payment:mastercard,payment:visa,phone,website,check_date:opening_hours,fuel:adblue,fuel:biodiesel,fuel:octane_98,shop,car_wash,contact:fax,contact:phone,contact:website,payment:american_express,payment:debit_cards,payment:diners_club,payment:dkv,payment:maestro,payment:uta,payment:v_pay,payment:westfalen_card,self_service,fuel:biogas,fuel:cng,fuel:lpg,kiosk,fuel:gtl_diesel,compressed_air:fee,fax,fuel:gts_diesel,fuel:octane_100,payment:cryptocurrencies,payment:girocard,payment:credit_cards,ref,source,toilets,toilets:wheelchair,changing_table,operator:wikidata,wheelchair:description,covered,fuel:1_50,note,currency:others,fuel:kerosene,payment:coins,payment:notes,currency:eur,access,atm,fuel:e85,fuel:1_25,payment:routex,drink:club_mate,automated,postal_code,internet_access,internet_access:fee,smoking,description,source:opening_hours,name:de,name:en,post_office,post_office:brand,post_office:brand:wikidata,addr:inclusion,layer,car_repair,branch,roof:levels,roof:shape,check_date:compressed_air,contact:email,fuel:heating_oil,start_date,building,fuel:hvo100,payment:esso_card,payment:euroshell,payment:shell_clubsmart,official_name,ref:vatin,fuel:adblue:canister,name:signed,fuel:h35,fuel:h70,payment:h2_mobility_card,source:website,start_date:fuel:h70,lottery,valves,truck_wash,vacuum_cleaner,tenant,opening_hours:signed,building:levels,building:min_level,fuel:lh2,bus,minibus,cash_withdrawal,payment:apple_pay,payment:google_pay,surface,atm:operator,owner,landuse,service:vehicle:car_repair,service:vehicle:inspection,fuel:octane_92,height,wikimedia_commons,payment:h2_delivery,payment:hylane,payment:ryd_pay,start_date:fuel:h35,poi_type,amperage,authentication:short_message,bicycle,capacity,socket:type2,source:delivery_date,voltage,addr:floor,fee,operator:wikipedia,note:de,authentication:membership_card,payment:account_cards,authentication:app,authentication:nfc,motorcar,parking:fee,socket:type2:output,socket:type2:current,socket:type2:voltage,survey:date,hgv,maxstay:conditional,network,payment:paypal,scooter,colour,location,authentication:phone_call,socket:schuko,short_name,charge,payment:sepa,payment:vpay,authentication:none,comment,maxstay,socket:chademo,socket:type2_combo,socket:chademo:output,socket:type2_combo:output,truck,camera:direction,camera:mount,camera:type,highway,surveillance:type,surveillance:zone,ref:eu:evse,noname,output,charging_station:output,description:de,socket:usb,mapillary,socket:tesla_supercharger_ccs,socket:type2_cable,lit,support,fixme,payment:mea,object:city,object:country,object:housenumber,object:postcode,object:street,payment:app,payment:cards,payment:membership_card,payment:qr_code,capacity:motorcar,payment:bank_transfer,socket:tesla_supercharger_ccs:output,socket:type2_cable:output,payment:giro_e,payment:ladekarte,direction,lamp_mount,lamp_type,access:conditional,payment:contactless,small_electric_vehicle,motor_vehicle,parking:left,parking:left:fee,parking:left:maxstay,parking:left:orientation,parking:right,image,manufacturer,payment:nfc,authentication:contactless,socket:type2_combo:current,socket:type2_combo:voltage,bicycle_parking,socket:device:usb_a,socket:device:usb_c,charge:conditional,socket:type1:output,email,panoramax,panoramax:0,panoramax:1,payment:samsung_pay,orientation,indoor,operator:type,not:operator:wikidata,payment:rfid_card,payment:online_payment,payment:prepaid_cards,obstacle:parking,position,serialnumber,material,construction,motorcycle,socket:type1,socket:j3105_1,socket:j3105_1:output,capacity:charging,capacity:bicycle,taxi,socket:unknown,socket:unknown:output,markings,restriction,street:name,capacity:disabled,ref:goingelectric,socket:chademo:current,socket:chademo:voltage,latitude,longitude,data_source,operating_hours,fuel_types,amenities,contact_info,district,neighborhood,neighborhood_id,district_id,address
node,10961198956,charging_station,ubitricity,Q113699692,,,,,,,,,ubitricity,24/7,,,,,,,,,,,,ubitricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q113699692,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,1,1,,,,,,,yes,,,,,no,3.7kW,16,230,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5207575,13.5559865,OSM,24/7,ev_charging,ev_charging,not_provided,Marzahn-Hellersdorf,Biesdorf,re_ortsteil.1002,10,
node,10961198957,charging_station,ubitricity,Q113699692,,,,,,,,,ubitricity,24/7,,,,,,,,,,,,ubitricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q113699692,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,1,1,,,,,,,yes,,,,,no,3.7kW,16,230,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5210324,13.5560468,OSM,24/7,ev_charging,ev_charging,not_provided,Marzahn-Hellersdorf,Biesdorf,re_ortsteil.1002,10,
node,10961198958,charging_station,ubitricity,Q113699692,,,,,,,,,ubitricity,24/7,,,,,,,,,,,,ubitricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q113699692,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,1,1,,,,,,,yes,,,,,no,3.7kW,16,230,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5217097,13.5561981,OSM,24/7,ev_charging,ev_charging,not_provided,Marzahn-Hellersdorf,Biesdorf,re_ortsteil.1002,10,
node,10961198959,charging_station,ubitricity,Q113699692,,,,,,,,,ubitricity,24/7,,,,,,,,,,,,ubitricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q113699692,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,1,1,,,,,,,yes,,,,,no,3.7kW,16,230,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5219558,13.5562497,OSM,24/7,ev_charging,ev_charging,not_provided,Marzahn-Hellersdorf,Biesdorf,re_ortsteil.1002,10,
node,10961198960,charging_station,ubitricity,Q113699692,,,,,,,,,ubitricity,24/7,,,,,,,,,,,,ubitricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q113699692,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,1,1,,,,,,,yes,,,,,no,3.7kW,16,230,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5222414,13.5563229,OSM,24/7,ev_charging,ev_charging,not_provided,Marzahn-Hellersdorf,Biesdorf,re_ortsteil.1002,10,
node,10961226421,charging_station,ubitricity,Q113699692,,,,,,,,,ubitricity,24/7,,,,,,,,,,,,ubitricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q113699692,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,1,1,,,,,,,yes,,,,,no,3.7kW,16,230,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4977963,13.5615469,OSM,24/7,ev_charging,ev_charging,not_provided,Marzahn-Hellersdorf,Biesdorf,re_ortsteil.1002,10,
node,10961226422,charging_station,ubitricity,Q113699692,,,,,,,,,ubitricity,24/7,,,,,,,,,,,,ubitricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q113699692,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,1,1,,,,,,,yes,,,,,no,3.7kW,16,230,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.497823,13.5606417,OSM,24/7,ev_charging,ev_charging,not_provided,Marzahn-Hellersdorf,Biesdorf,re_ortsteil.1002,10,
node,10961226423,charging_station,ubitricity,Q113699692,,,,,,,,,ubitricity,24/7,,,,,,,,,,,,ubitricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q113699692,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,1,1,,,,,,,yes,,,,,no,3.7kW,16,230,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.497855,13.559509,OSM,24/7,ev_charging,ev_charging,not_provided,Marzahn-Hellersdorf,Biesdorf,re_ortsteil.1002,10,
node,10961226424,charging_station,ubitricity,Q113699692,,,,,,,,,ubitricity,24/7,,,,,,,,,,,,ubitricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q113699692,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,1,1,,,,,,,yes,,,,,no,3.7kW,16,230,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.49788,13.558847,OSM,24/7,ev_charging,ev_charging,not_provided,Marzahn-Hellersdorf,Biesdorf,re_ortsteil.1002,10,
node,10968173733,charging_station,,,,,,,,,,,unknown gas station,24/7,,,,,,,,,,,,,no,,,+49 800 3004500,https://charge.ubitricity.com/DE*UBI*E10033541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,charging_station,,,no,1,1,,,,yes,,,,,,,yes,no,3.7 kW,16 A,230 V,,no,,ubitricity,,no,,,,,,,,,,,unlimited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charge@ubitricity.com,f3d0c3db-53ad-43d0-9599-2e026f593c4d,c681ccae-8296-4115-8958-77c20b4c83b8,c61e1ef6-d121-4dd2-b141-b7809787b38a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4460376,13.6252779,OSM,24/7,ev_charging,ev_charging,phone:+49 800 3004500 | email:charge@ubitricity.com | website:https://charge.ubitricity.com/DE*UBI*E10033541,Treptow-Köpenick,Friedrichshagen,re_ortsteil.0911,09,
node,10983736845,charging_station,,,,,,,,,,,E-Tankstelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5076274,13.3156825,OSM,,ev_charging,ev_charging,not_provided,Charlottenburg-Wilmersdorf,Charlottenburg,re_ortsteil.0401,04,
node,10989979756,charging_station,ubitricity,Q113699692,,,,,,,,,ubitricity,24/7,,,,,,,,,,,,ubitricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q113699692,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,1,,,,,yes,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,7 kW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6271353,13.3148722,OSM,24/7,ev_charging,ev_charging,not_provided,Reinickendorf,Hermsdorf,re_ortsteil.1206,12,
node,10989979757,charging_station,ubitricity,Q113699692,,,,,,,,,ubitricity,24/7,,,,,,,,,,,,ubitricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q113699692,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,1,,,,,yes,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,7 kW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6272509,13.3145089,OSM,24/7,ev_charging,ev_charging,not_provided,Reinickendorf,Hermsdorf,re_ortsteil.1206,12,
node,10989979758,charging_station,ubitricity,Q113699692,,,,,,,,,ubitricity,24/7,,,,,,,,,,,,ubitricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q113699692,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,1,,,,,yes,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,7 kW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6273985,13.3140839,OSM,24/7,ev_charging,ev_charging,not_provided,Reinickendorf,Hermsdorf,re_ortsteil.1206,12,
node,10989979759,charging_station,ubitricity,Q113699692,,,,,,,,,ubitricity,24/7,,,,,,,,,,,,ubitricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q113699692,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,1,,,,,yes,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,7 kW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6276561,13.3128228,OSM,24/7,ev_charging,ev_charging,not_provided,Reinickendorf,Hermsdorf,re_ortsteil.1206,12,
node,10992123795,charging_station,,,,,,,,,,,unknown gas station,24/7,,,,,,,,,,,,Deutsche Telekom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,4,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5102494,13.4902528,OSM,24/7,ev_charging,ev_charging,not_provided,Lichtenberg,Lichtenberg,re_ortsteil.1103,11,
node,10992123796,charging_station,,,,,,,,,,,unknown gas station,24/7,,,,,,,,,,,,Deutsche Telekom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,4,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5102097,13.4904269,OSM,24/7,ev_charging,ev_charging,not_provided,Lichtenberg,Lichtenberg,re_ortsteil.1103,11,
node,10994679772,charging_station,,,,,,,,,,,unknown gas station,24/7,,,,,,,,,,,,Deutsche Telekom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,3,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5100373,13.4904974,OSM,24/7,ev_charging,ev_charging,not_provided,Lichtenberg,Lichtenberg,re_ortsteil.1103,11,
node,11001975585,charging_station,,,,,,,,,,,unknown gas station,24/7,,,,,,,,,,,,Berliner Stadtwerke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q21969102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,1,2,,,,yes,,,,,,,yes,,"3,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3888367,13.3943084,OSM,24/7,ev_charging,ev_charging,not_provided,Tempelhof-Schöneberg,Lichtenrade,re_ortsteil.0706,07,
node,11001999977,charging_station,Shell Recharge,,,,,,,,,,unknown gas station,24/7,,,,,,,,,,,,Shell Recharge Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q105883058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,3,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,2,3,100,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3872761,13.4079473,OSM,24/7,ev_charging,ev_charging,not_provided,Tempelhof-Schöneberg,Lichtenrade,re_ortsteil.0706,07,
node,11002118252,charging_station,,,,,,,,,,,unknown gas station,24/7,,,,,,,,,,,,Berliner Stadtwerke,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q21969102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,2,,,,yes,,,,,yes,,yes,,11,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4358377,13.382155,OSM,24/7,ev_charging,ev_charging,not_provided,Tempelhof-Schöneberg,Mariendorf,re_ortsteil.0704,07,
node,11009507093,charging_station,ubitricity,Q113699692,,,,,,,,,ubitricity,,,,,,,,,,,,,ubitricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q113699692,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,,,,,,,,,,,,,,"3,7 kW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4360302,13.5371552,OSM,,ev_charging,ev_charging,not_provided,Treptow-Köpenick,Adlershof,re_ortsteil.0907,09,
node,11010190396,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,Berliner Stadtwerke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q21969102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4993019,13.4143679,OSM,,ev_charging,ev_charging,not_provided,Friedrichshain-Kreuzberg,Kreuzberg,re_ortsteil.0202,02,
node,11012101799,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,ubitricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,1,,,,,,,,,,,,,,3 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4395779,13.5086835,OSM,,ev_charging,ev_charging,not_provided,Treptow-Köpenick,Johannisthal,re_ortsteil.0904,09,
node,11012101800,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,ubitricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,1,,,,,,,,,,,,,,3 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4395466,13.5092708,OSM,,ev_charging,ev_charging,not_provided,Treptow-Köpenick,Johannisthal,re_ortsteil.0904,09,
node,11015531576,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,"Senatsverwaltung für Umwelt, Mobilität, Verbraucher- und Klimaschutz Berlin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,1,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4783067,13.4426524,OSM,,ev_charging,ev_charging,not_provided,Neukölln,Neukölln,re_ortsteil.0801,08,
node,11015531577,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,"Senatsverwaltung für Umwelt, Mobilität, Verbraucher- und Klimaschutz Berlin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,1,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4783415,13.4425946,OSM,,ev_charging,ev_charging,not_provided,Neukölln,Neukölln,re_ortsteil.0801,08,
node,11033859331,charging_station,qwello,,,,,,,,,,unknown gas station,24/7,,,,,,,,,,,,Qwello,,yes,yes,,https://qwello.de/de,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,Q130302686,,no,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,yes,yes,,,,,,,,,,,,,,charging_station,,,no,1,1,,,,yes,,,,,,,yes,,22 kW,,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,yes,,,,,,,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5440099,13.3724679,OSM,24/7,ev_charging,ev_charging,website:https://qwello.de/de,Mitte,Gesundbrunnen,re_ortsteil.0106,01,
node,11033859332,charging_station,qwello,,,,,,,,,,unknown gas station,24/7,,,,,,,,,,,,Qwello,,yes,yes,,https://qwello.de/de,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,Q130302686,,no,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,yes,yes,,,,,,,,,,,,,,charging_station,,,no,1,1,,,,yes,,,,,,,yes,,22 kW,,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,yes,,,,,,,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.544017,13.3724352,OSM,24/7,ev_charging,ev_charging,website:https://qwello.de/de,Mitte,Gesundbrunnen,re_ortsteil.0106,01,
