name,name_key,amenity,operator,opening_hours,wheelchair,cinema,cinema_type,cinema_3d,screen,theatre_type,theatre_genre,website,phone,email,wikipedia,wikidata,addr_housenumber,addr_street,addr_postcode,addr_city,addr_country,addr_full,lat_num,lon_num,source,multi_branch,wheelchair_accessible
Freilichtbühne Weißensee,freilichtbühne-weißensee,cinema,Freunde der Freilichtbühne Weißensee e.V.,"""60 Minuten vor Vorstellungsbeginn""",,,,,,,,https://freilichtbuehne-weissensee.de/,,,,Q47086489,,,,,,,52.5561526499415,13.463298071048872,osm,False,
Zoo Palast,zoo-palast,cinema,Premium Entertainment GmbH,,yes,,,yes,,,,https://www.zoopalast-berlin.de/,+491805222966,,de:Zoo Palast,Q220069,29a,Hardenbergstraße,10623,Berlin,DE,Hardenbergstraße 29a 10623 Berlin,52.5060814718443,13.334206107482894,osm,False,True
Kino in der Kulturbrauerei,in-der-kulturbrauerei,cinema,Cinestar,,yes,,,,,,,https://www.cinestar.de/,+493044354416,,,Q467867,,,,,,,52.53863135476273,13.414157864904992,osm,False,True
Cineplex Alhambra,cineplex-alhambra,cinema,,,yes,,,,,,,https://www.cineplex.de/berlin-alhambra/,,,de:Cineplex Alhambra,Q22573555,94,Seestraße,13353,Berlin,DE,Seestraße 94 13353 Berlin,52.550570712818214,13.35109166490576,osm,False,True
Odeon,odeon,cinema,,"""Täglich 15 Minuten vor Beginn der ersten Vorstellung""",limited,,,,1,,,https://yorck.de/kinos/odeon,+493078704019,,,Q47036016,116,Hauptstraße,10827,Berlin,DE,Hauptstraße 116 10827 Berlin,52.482047007807175,13.349650340433028,osm,False,True
theaterhaus berlin mitte,theaterhaus-berlin-mitte,theatre,Kulturinitiative Förderband gGmbH,Mo-Sa 10:00-20:00,no,,,,,,,https://www.theaterhaus-berlin.com,+493028041966,info-mitte@theaterhaus.berlin,de:Theaterhaus Berlin Mitte,,32 - Haus C,Wallstraße,10179,Berlin,DE,Wallstraße 32 - Haus C 10179 Berlin,52.511051964086214,13.411175353518379,osm,False,False
Cabuwazi,cabuwazi,theatre,Grenzkultur gGmbH,,,,,,,,circus,https://cabuwazi.de/,,,,,2,Otto-Rosenberg-Straße,12681,Berlin,DE,Otto-Rosenberg-Straße 2 12681 Berlin,52.55194762804395,13.547571802770602,osm,True,
Kino International,international,cinema,Yorck Kinogruppe,closed,limited,,,,1,,,https://yorck.de/kinos/kino-international,+4930322931322,,de:Kino International,Q1670774,33,Karl-Marx-Allee,10178,Berlin,DE,Karl-Marx-Allee 33 10178 Berlin,52.52063669650074,13.423008963147575,osm,False,True
Atze Musiktheater,atze-musiktheater,theatre,,,yes,,,,,,,http://www.atzeberlin.de/,+493081799188,,,Q758312,20,Luxemburger Straße,13353,Berlin,DE,Luxemburger Straße 20 13353 Berlin,52.54323801112325,13.351539956954479,osm,False,True
GRIPS Theater,grips,theatre,GRIPS Theater GmbH,,yes,,,,,,,http://www.grips-theater.de,+49303974740,info@grips-theater.de,de:Grips-Theater,Q525243,22,Altonaer Straße,10557,Berlin,DE,Altonaer Straße 22 10557 Berlin,52.518668743273224,13.3414238616854,osm,False,True
Haus der Berliner Festspiele,der-berliner-festspiele,theatre,Berliner Festspiele,,yes,,,,,,,https://www.berlinerfestspiele.de,,,de:Haus der Berliner Festspiele,Q1590736,24,Schaperstraße,10719,Berlin,,Schaperstraße 24 10719 Berlin,52.49849508576962,13.328693403456755,osm,False,True
Capitol Dahlem,capitol-dahlem,cinema,Yorck Kinogruppe,"""Irregular screenings, see website""",,,,,1,,,https://yorck.de/kinos/capitol-dahlem,+49308316417,,,,36,Thielallee,14195,Berlin,DE,Thielallee 36 14195 Berlin,52.453031867192315,13.286835139371645,osm,False,
Bar jeder Vernunft,bar-jeder-vernunft,theatre,Bar jeder Vernunft Veranstaltungs-Organisations-GmbH,,limited,,,,,,,https://www.bar-jeder-vernunft.de/,,,de:Bar jeder Vernunft,Q2658750,24,Schaperstraße,10719,Berlin,,Schaperstraße 24 10719 Berlin,52.498008946835874,13.329585895890368,osm,False,True
Konzertsaal,konzertsaal,theatre,Universität der Künste Berlin,,,,,,,concert_hall,philharmonic,https://www.udk-berlin.de/universitaet/veranstaltungsort-udk-berlin/konzertsaal/,,,,Q116419739,33,Hardenbergstraße,,,,Hardenbergstraße 33,52.5089209266992,13.328160076785728,osm,False,
Delphi Filmpalast,delphi-filmpalast,cinema,Yorck Kinogruppe,"""Öffnet 30min vor Beginn des ersten Films (etwa 14 Uhr), Kasse schließt um 21 Uhr, Haus schließt 30min nach Ende des letzten Films""",no,,,,1,,,https://www.yorck.de/kinos/delphi-filmpalast,+49303121026,,de:Delphi Filmpalast,Q1184623,12a,Kantstraße,10623,Berlin,DE,Kantstraße 12a 10623 Berlin,52.506040856387784,13.328503362279738,osm,False,False
Schlosspark Theater,schlosspark,theatre,,"Mo-Sa 10:00-20:00, Su 12:00+",limited,,,,,,drama,http://schlosspark-theater.de/,+49307895667100,,de:Schlosspark Theater,Q2244661,48,Schloßstraße,12165,Berlin,DE,Schloßstraße 48 12165 Berlin,52.45489440634816,13.31769799874575,osm,False,True
Adria Filmtheater,adria-filmtheater,cinema,,,limited,,,,,,,http://www.berlin.de/kino/_bin/kinodetail.php/30152,+49307925050,,,,48,Schloßstraße,12165,Berlin,DE,Schloßstraße 48 12165 Berlin,52.45469705431418,13.317408071659727,osm,False,True
Figurentheater Grashüpfer,figurentheater-grashüpfer,theatre,,,,,,,,,,https://theater-treptower-park.de/,+493053695150,,,Q117422472,16a,Puschkinallee,12435,Berlin,,Puschkinallee 16a 12435 Berlin,52.49167247052359,13.466180722324518,osm,False,
Freie Volksbühne Berlin,freie-volksbühne-berlin,theatre,,,,,,,,,drama,,,,de:Freie Volksbühne Berlin,Q1454048,,,,,,,52.49132667610953,13.308207360375079,osm,False,
MEINE BÜHNE Kinder & JugendTheater,meine-bühne-kinder-jugendtheater,theatre,Kinder & JugendTheater MURKELBÜHNE e.V.,,no,,,,,,,https://www.spiel-doch-selber.de/,+49304483354,info@spiel-doch-selber.de,,,99,Boxhagener Straße,10245,Berlin,DE,Boxhagener Straße 99 10245 Berlin,52.51235252593272,13.461076217091513,osm,False,False
Theaterzelt,theaterzelt,theatre,,,,,,,,,,,,,,,,,,,,,52.420544580522424,13.406464911326443,osm,False,
Parkbühne Wuhlheide,parkbühne-wuhlheide,theatre,,,yes,,,,,,variety,https://www.wuhlheide.de/,,,,Q1595188,4,Straße zum FEZ,12459,Berlin,DE,Straße zum FEZ 4 12459 Berlin,52.46233877960197,13.54546057023878,osm,False,True
Stage Theater des Westens,stage-des-westens,theatre,Stage Entertainment Germany GmbH,,yes,,,,,,musical,http://www.theater-des-westens.de/,+4918054444,,de:Theater des Westens,Q698233,12,Kantstraße,10623,Berlin,DE,Kantstraße 12 10623 Berlin,52.50589141971285,13.328995581464836,osm,False,True
FELD,feld,theatre,FELD Zentrale für junge Performance e.V.,,yes,,,,,,puppet,https://jungesfeld.de/,+493092124150,info@jungesfeld.de,,,5,Gleditschstraße,10781,Berlin,DE,Gleditschstraße 5 10781 Berlin,52.49645197355362,13.355334011387065,osm,False,True
Bali Kino,bali,cinema,Helgard Gammert,"PH,Mo-Su 16:00-23:00",limited,,,,,,,http://www.balikino-berlin.de,+49308114678,,,Q47055870,33,Teltower Damm,14169,Berlin,DE,Teltower Damm 33 14169 Berlin,52.431896096177546,13.259706233748119,osm,False,True
Astra-Filmpalast,astra-filmpalast,cinema,,,limited,,,,,,,http://www.astra-filmpalast.de/,+49306361650,info@astra-filmpalast.de,,Q34767022,69,Sterndamm,12487,Berlin,DE,Sterndamm 69 12487 Berlin,52.44646572807909,13.507288147059887,osm,False,True
HAU 1 (Hebbel am Ufer),hau-1-hebbel-am-ufer,theatre,,,limited,,,,,,,https://www.hebbel-am-ufer.de/,+493025900427,info@hebbel-am-ufer.de,de:Hebbel am Ufer,Q1592692,29,Stresemannstraße,10963,Berlin,DE,Stresemannstraße 29 10963 Berlin,52.49995261778664,13.387149400549001,osm,False,True
Tiyatrom,tiyatrom,theatre,,,,,,,,,,http://www.tiyatrom.de/,+49306152020,,de:Tiyatrom,Q1314267,12,Alte Jakobstraße,10969,Berlin,DE,Alte Jakobstraße 12 10969 Berlin,52.50381090932941,13.399304789586944,osm,False,
Konzertbühne,konzertbühne,theatre,,,yes,,,,,,,,,,,,,,,,,,52.498893967882154,13.526109098209231,osm,False,True
Thalia Kino,thalia,cinema,,,no,,,,,,,https://www.thalia-berlin.de/,+49307743440,info@thalia-berlin.de,,,71a,Kaiser-Wilhelm-Straße,12247,Berlin,DE,Kaiser-Wilhelm-Straße 71a 12247 Berlin,52.43500502233658,13.34493997275318,osm,False,False
Theater Ost,ost,theatre,Theater OST,,,,,,,,,https://www.theater-ost.de/,+493023934579,kontakt@theater-ost.de,,,1,Moriz-Seeler-Straße,12489,Berlin,,Moriz-Seeler-Straße 1 12489 Berlin,52.43362794272124,13.539177016771914,osm,False,
CineStar,cinestar,cinema,,"Mo-Fr ""15 Minuten vor dem ersten Filmstart"";  Sa-Su ""30 Minuten vor dem ersten Filmstart""",yes,,,,,,,,,,,,115 - 116,Elsenstraße,12435,Berlin,DE,Elsenstraße 115 - 116 12435 Berlin,52.4919355096245,13.458688268374203,osm,True,True
CineMotion,cinemotion,cinema,,,yes,,,,,,,https://cinemotion-kino.de/berlin/,+493096243100,,,Q47118867,174,Wartenberger Straße,13051,Berlin,DE,Wartenberger Straße 174 13051 Berlin,52.56618520924997,13.50891181929724,osm,False,True
Kinder-Zirkus Cabuwazi,kinder-zirkus-cabuwazi,theatre,,,,,,,,,circus,http://www.cabuwazi.de/Standorte/Altglienicke.php,,,,,90,Venusstraße,12524,Berlin,,Venusstraße 90 12524 Berlin,52.40393401598455,13.532683234393401,osm,False,
Café Theater Schalotte,café-schalotte,theatre,Café Theater Schalotte,,no,,,,,,,http://www.schalotte.de/,+49303411485,info@schalotte.de,,,22,Behaimstraße,10585,Berlin,DE,Behaimstraße 22 10585 Berlin,52.516665752387496,13.303363449617502,osm,False,False
Madi – Zelt der Sinne,madi-zelt-der-sinne,theatre,,,no,,,,,,,https://www.madi-zelt.de/,,,,Q120703888,1,,13507,Berlin,DE,1 13507 Berlin,52.57563513414692,13.293519134531591,osm,False,False
Freiluftkino Hasenheide,freiluftkino-hasenheide,cinema,,May-Sep sunset+,limited,,,,,,,https://www.freiluftkino-hasenheide.de/,+49302834603,,,Q47089247,,,,,,,52.483617318248925,13.416398313413792,osm,False,True
Konzerthaus Berlin,konzerthaus-berlin,theatre,,,yes,,,,,concert_hall,philharmonic,https://www.konzerthaus.de/,+4930203092101,ticket@konzerthaus.de,de:Schauspielhaus (Berlin),Q702548,3,,10117,Berlin,DE,3 10117 Berlin,52.513584024498265,13.391815884113626,osm,False,True
Sommerbühne,sommerbühne,theatre,,,,,,,,open_air,,,,,,,,,,,,,52.45365203894218,13.381357143324978,osm,False,
Theatersaal,theatersaal,theatre,,,,,,,,,,,,,,,,,,,,,52.45391844273409,13.381072050928644,osm,False,
Max-Taut-Aula,max-taut-aula,theatre,,,yes,,,,,,,,,,,,,Fischerstraße,,,,Fischerstraße,52.50122619272546,13.486251362336729,osm,False,True
Tipi am Kanzleramt,tipi-am-kanzleramt,theatre,Bar jeder Vernunft Veranstaltungs-Organisations-GmbH,,yes,,,,,,,https://www.tipi-am-kanzleramt.de/,,,de:Tipi am Kanzleramt,Q15132360,,Große Querallee,10557,,,Große Querallee 10557,52.51844452093625,13.367164169515892,osm,False,True
Kino Union,union,cinema,,Th-Tu 12:30-24:00+;  We 09:30-24:00+,yes,,,,,,,https://www.kino-union.de/,+493065013141,,,Q35013869,,,,,,,52.45631137148213,13.62591097482147,osm,False,True
Kammermusiksaal,kammermusiksaal,theatre,,,yes,,,,,concert_hall,chamber_music,,,,,Q23767066,,,,,,,52.509350232599054,13.368994764789985,osm,False,True
Freiluftkino Friedrichshagen,freiluftkino-friedrichshagen,cinema,,,limited,,,,,,,,,,,Q1971567,,,12587,Berlin,,12587 Berlin,52.4596054819508,13.623800281236827,osm,False,True
Freilichtbühne,freilichtbühne,theatre,,,,,,,,,,,,,,,,,,,,,52.500080635331685,13.531442158374272,osm,True,
Astrid-Lindgren-Bühne,astrid-lindgren-bühne,theatre,,,yes,,,,,,,,,,,,,,,,,,52.461043848183,13.549002880837117,osm,False,True
Freilichtbühne Spandau,freilichtbühne-spandau,theatre,,,yes,,,,,,,https://kulturhaus-spandau.de/,,,,,,,,,,,52.53985416421089,13.216778316807622,osm,False,True
Schillertheater,schillertheater,theatre,,,yes,,,,,stage,,https://www.komische-oper-berlin.de/planen/spielorte/schillertheater/,,,de:Schillertheater (Berlin),Q32487,110,Bismarckstraße,10625,Berlin,DE,Bismarckstraße 110 10625 Berlin,52.51162904741165,13.318706664422315,osm,False,True
Berliner Ensemble,berliner-ensemble,theatre,,,limited,,,,,,,http://www.berliner-ensemble.de,+493028408153,,de:Theater am Schiffbauerdamm,Q534914,1,Bertolt-Brecht-Platz,10117,Berlin,DE,Bertolt-Brecht-Platz 1 10117 Berlin,52.52217057760625,13.385618738723615,osm,False,True
Freilichtbühne,freilichtbühne,theatre,,,no,,,,,,,,,,,Q120484639,,,,,,,52.517686043606275,13.477455101286749,osm,True,False
Arena,arena,theatre,,,yes,,,,,,,,,,,,,,,,,,52.53873068088667,13.571527648370875,osm,False,True
Biesdorfer Parkbühne,biesdorfer-parkbühne,theatre,,,no,,,,,,,https://www.biesdorfer-parkbuehne.de/,,,,Q107526901,5,Nordpromenade,12683,Berlin,DE,Nordpromenade 5 12683 Berlin,52.51172063969167,13.559126787706232,osm,False,False
Kinder- und Jugendzirkus Cabuwazi Tempelhof - Der Kulturflughafen,kinder--und-jugendzirkus-cabuwazi-tempelhof---der-kulturflughafen,theatre,GrenzKultur gemeinnützige GmbH,,yes,,,,,,circus,http://www.cabuwazi.de/Standorte/Tempelhof.php,+49309599990,ylva.queisser@cabuwazi.de,,,84,Columbiadamm,10965,Berlin,,Columbiadamm 84 10965 Berlin,52.48196041370343,13.401752466932846,osm,False,True
Freilicht Klassenzimmer,freilicht-klassenzimmer,theatre,,,,,,,,,,,,,,,,,,,,,52.459448817842116,13.290628798898355,osm,False,
Juxirkus,juxirkus,theatre,,,yes,,,,,,circus,https://www.juxirkus.de/,,,,Q48754077,,,,,,,52.49469894690029,13.348080006711086,osm,False,True
Cabuwazi,cabuwazi,theatre,Grenzkultur gGmbH,,,,,,,,circus,https://cabuwazi.de/,+493060969563,buero.treptow@cabuwazi.de,,,74,Bouchéstraße,12435,Berlin,DE,Bouchéstraße 74 12435 Berlin,52.48936505488904,13.44817032072963,osm,True,
Kinderzirkus Aron,kinderzirkus-aron,theatre,,,,,,,,,circus,https://www.kinderzirkus-aron.de,,,,,,,,,,,52.45667535804086,13.616609993685707,osm,False,
Grüne Bühne,grüne-bühne,theatre,,,yes,,,,,,,https://www.gruene-buehne.berlin/,,,,,5,Luckenwalder Straße,12629,Berlin,DE,Luckenwalder Straße 5 12629 Berlin,52.54367852597351,13.589510626115644,osm,False,True
Freiluftkino Friedrichshain,freiluftkino-friedrichshain,cinema,,,yes,,,,1,,,https://freiluftkino-friedrichshain.de,,,,Q47156065,,,,,,,52.52530774666248,13.435557958471076,osm,False,True
Erlebniscircus Neukölln,erlebniscircus-neukölln,theatre,ErlebnisCircus e.V.,,,,,,,,circus,http://www.erlebniscircus-ev.de,+493063227432,info@ErlebnisCircus-eV.de,,,,,,,,,52.43803702398122,13.439045640392704,osm,False,
Zirkus Mond,zirkus-mond,theatre,Max Mohr,,,,,,,circus,variety,https://zirkusmond.de,+4915770280810,zirkusmond@posteo.de,de:Zirkus Mond,Q108116367,,Lilli-Henoch-Straße,,Berlin,,Lilli-Henoch-Straße Berlin,52.542281641466914,13.432500433400511,osm,False,
Shakespeare Company Berlin,shakespeare-company-berlin,theatre,Shakespeare Company Berlin e.V.,,,,,,,,drama,https://shakespeare-company.de/,,info@shakespeare-company.de,de:Shakespeare Company Berlin,Q15727985,80,Munsterdamm,12169,Berlin,,Munsterdamm 80 12169 Berlin,52.45650912442611,13.349837124507781,osm,False,
